Timestamp,Hour,Temperature_C,Humidity_pct,Wind_Speed_ms,Cloud_Cover_pct,Solar_Irradiance_Wm2,Solar_MW,Wind_MW,Residential_Load_MW,Commercial_Load_MW,Industrial_Load_MW,Critical_Load_MW
2019-01-04 17:00:00,17,27.41,95.79,12.23,46.31,608.52,0.136482,0.8,1.579319,0.576799,1.138736,0.3972
2019-01-04 18:00:00,18,26.22,98.18,12.05,54.97,589.77,0.0,0.8,1.796028,0.421991,1.002851,0.407525
2019-01-04 19:00:00,19,27.74,93.98,10.13,53.23,0.0,0.0,0.8,1.523784,0.248674,0.735213,0.40349
2019-01-04 20:00:00,20,27.77,98.9,10.33,51.67,0.0,0.0,0.8,1.351526,0.170073,0.505298,0.401408
2019-01-04 21:00:00,21,28.65,93.15,11.22,50.02,0.0,0.0,0.8,1.195259,0.08499,0.383314,0.401791
2019-01-04 22:00:00,22,26.56,89.79,11.33,51.45,0.0,0.0,0.8,0.971001,0.086162,0.2493,0.394277
2019-01-04 23:00:00,23,27.11,97.44,10.11,49.84,0.0,0.0,0.8,0.828642,0.0803,0.245153,0.403042
2019-01-05 00:00:00,0,31.74,83.05,5.32,41.36,0.0,0.0,0.046024,0.746056,0.085044,0.326352,0.407127
2019-01-05 01:00:00,1,30.37,76.13,5.94,36.88,0.0,0.0,0.093952,0.501163,0.081118,0.253556,0.402493
2019-01-05 02:00:00,2,28.97,76.3,6.51,43.62,0.0,0.0,0.160142,0.491882,0.080727,0.248782,0.401574
2019-01-05 03:00:00,3,31.51,78.65,6.87,37.35,0.0,0.0,0.214112,0.501145,0.086409,0.2546,0.40873
2019-01-05 04:00:00,4,28.63,75.86,5.73,38.15,0.0,0.0,0.075457,0.665144,0.080505,0.366301,0.408569
2019-01-05 05:00:00,5,31.18,77.54,7.23,46.3,0.0,0.0,0.280256,0.820665,0.168207,0.770189,0.399557
2019-01-05 06:00:00,6,31.27,79.51,5.93,40.26,582.03,0.0,0.093054,1.188529,0.343606,1.043679,0.398164
2019-01-05 07:00:00,7,31.8,84.26,6.39,39.32,542.51,0.128742,0.144542,1.445715,0.613712,1.137385,0.401583
2019-01-05 08:00:00,8,31.94,77.05,6.32,46.27,501.37,0.217314,0.135476,1.205554,0.752884,1.283688,0.388606
2019-01-05 09:00:00,9,30.67,76.89,6.89,46.25,509.08,0.312109,0.218359,0.980207,0.83818,1.247446,0.401908
2019-01-05 10:00:00,10,28.6,76.95,7.37,39.92,566.16,0.447436,0.309323,0.864867,0.829763,1.215299,0.398603
2019-01-05 11:00:00,11,30.96,80.0,8.19,44.61,541.81,0.459924,0.516784,0.828678,0.830404,1.260704,0.39725
2019-01-05 12:00:00,12,28.79,79.77,8.47,39.71,533.99,0.488103,0.606059,0.852091,0.82766,1.257555,0.388415
2019-01-05 13:00:00,13,28.86,75.55,7.25,43.6,503.46,0.430905,0.284891,0.824794,0.805153,1.249916,0.399344
2019-01-05 14:00:00,14,31.65,84.7,7.97,41.52,545.05,0.425314,0.454239,1.068557,0.872999,1.295472,0.395428
2019-01-05 15:00:00,15,28.73,81.83,8.5,37.03,580.99,0.383441,0.615258,1.170391,0.763588,1.251101,0.401422
2019-01-05 16:00:00,16,30.97,83.33,7.86,44.53,526.83,0.231642,0.424139,1.342814,0.676298,1.23987,0.39424
2019-01-05 17:00:00,17,29.86,79.74,6.58,40.28,506.0,0.119169,0.170645,1.559933,0.599138,1.070657,0.397268
2019-01-05 18:00:00,18,30.22,75.51,6.53,40.35,523.15,0.0,0.16249,1.80711,0.419276,1.005367,0.402302
2019-01-05 19:00:00,19,28.37,77.21,5.56,43.03,0.0,0.0,0.062404,1.455088,0.247064,0.732589,0.396199
2019-01-05 20:00:00,20,29.53,83.28,6.32,39.67,0.0,0.0,0.134963,1.30142,0.16141,0.498759,0.399363
2019-01-05 21:00:00,21,30.4,82.34,5.45,42.23,0.0,0.0,0.054517,1.240213,0.083771,0.373165,0.400255
2019-01-05 22:00:00,22,30.71,83.44,7.01,38.83,0.0,0.0,0.238001,1.058335,0.083811,0.251561,0.403006
2019-01-05 23:00:00,23,29.4,83.48,6.08,43.23,0.0,0.0,0.108688,0.906817,0.081216,0.252453,0.39706
2019-01-06 00:00:00,0,27.06,80.9,6.36,59.38,0.0,0.0,0.140779,0.639366,0.079504,0.244798,0.410319
2019-01-06 01:00:00,1,26.74,86.89,7.12,57.24,0.0,0.0,0.259703,0.502224,0.081819,0.240054,0.402253
2019-01-06 02:00:00,2,26.54,88.88,6.7,56.2,0.0,0.0,0.187411,0.498806,0.081743,0.250228,0.393776
2019-01-06 03:00:00,3,28.8,85.27,6.96,56.29,0.0,0.0,0.230636,0.51236,0.086318,0.247952,0.406907
2019-01-06 04:00:00,4,28.45,89.52,6.67,59.86,0.0,0.0,0.18242,0.664865,0.08197,0.370132,0.404944
2019-01-06 05:00:00,5,29.38,89.21,6.78,56.96,0.0,0.0,0.200719,0.844227,0.17098,0.758732,0.404908
2019-01-06 06:00:00,6,26.55,87.49,6.57,61.22,742.26,0.0,0.168576,1.122739,0.322377,0.957097,0.402032
2019-01-06 07:00:00,7,27.99,85.95,7.66,62.16,713.75,0.139006,0.374286,1.325145,0.576717,1.134928,0.398839
2019-01-06 08:00:00,8,29.42,87.84,7.53,53.77,704.35,0.286263,0.344705,1.1772,0.755781,1.287227,0.401899
2019-01-06 09:00:00,9,29.65,89.17,8.16,59.03,740.54,0.405828,0.50944,0.969453,0.838677,1.250313,0.399252
2019-01-06 10:00:00,10,26.74,89.57,8.51,62.62,707.3,0.458873,0.619107,0.800079,0.828918,1.216802,0.4024
2019-01-06 11:00:00,11,26.81,80.55,9.14,57.56,669.87,0.508294,0.8,0.798468,0.810172,1.216329,0.397173
2019-01-06 12:00:00,12,26.45,85.03,9.67,61.1,725.58,0.551482,0.8,0.739872,0.839453,1.202291,0.399101
2019-01-06 13:00:00,13,29.51,87.28,9.25,53.07,705.67,0.557482,0.8,0.868689,0.826324,1.26229,0.395525
2019-01-06 14:00:00,14,27.16,89.7,9.28,62.56,712.84,0.462742,0.8,1.04558,0.828882,1.246596,0.396267
2019-01-06 15:00:00,15,29.15,84.7,8.33,56.91,710.0,0.396749,0.560224,1.219036,0.732623,1.20909,0.398373
2019-01-06 16:00:00,16,29.8,84.55,8.68,59.56,753.57,0.290573,0.680128,1.342068,0.660078,1.26814,0.397289
2019-01-06 17:00:00,17,26.36,80.79,8.62,53.68,671.18,0.082329,0.65761,1.391801,0.560966,1.12979,0.397372
2019-01-06 18:00:00,18,26.89,80.92,8.24,60.61,690.56,0.0,0.53381,1.700096,0.402553,0.953079,0.406005
2019-01-06 19:00:00,19,28.66,87.69,7.91,58.27,0.0,0.0,0.439573,1.461777,0.254707,0.751055,0.401074
2019-01-06 20:00:00,20,29.44,86.5,6.57,56.35,0.0,0.0,0.168685,1.284704,0.161001,0.523452,0.395587
2019-01-06 21:00:00,21,26.68,81.91,8.09,59.42,0.0,0.0,0.488085,1.139023,0.082369,0.366745,0.406429
2019-01-06 22:00:00,22,29.3,86.5,6.67,58.41,0.0,0.0,0.183056,1.020244,0.082592,0.248393,0.402345
2019-01-06 23:00:00,23,29.13,85.36,7.5,58.05,0.0,0.0,0.336532,0.858725,0.083996,0.256533,0.402693
2019-01-07 00:00:00,0,28.44,87.03,11.0,55.97,0.0,0.0,0.8,0.698847,0.082373,0.250527,0.394398
2019-01-07 01:00:00,1,29.06,88.82,11.22,56.54,0.0,0.0,0.483517,0.473957,0.082001,0.249283,0.396719
2019-01-07 02:00:00,2,30.58,90.62,11.41,55.92,0.0,0.0,0.8,0.483112,0.082355,0.248271,0.40505
2019-01-07 03:00:00,3,26.96,92.82,11.47,55.13,0.0,0.0,0.8,0.539272,0.086807,0.259138,0.403826
2019-01-07 04:00:00,4,27.67,95.19,11.51,49.47,0.0,0.0,0.8,0.690963,0.085635,0.378802,0.40591
2019-01-07 05:00:00,5,27.18,90.22,11.38,49.59,0.0,0.0,0.8,0.838668,0.16839,0.777006,0.395693
2019-01-07 06:00:00,6,27.07,91.03,12.19,52.54,515.79,0.0,0.8,1.144295,0.325995,1.003204,0.392926
2019-01-07 07:00:00,7,30.36,89.53,11.68,57.43,542.79,0.110492,0.8,1.296495,0.56088,1.146991,0.407089
2019-01-07 08:00:00,8,29.51,94.59,11.44,54.81,472.13,0.190129,0.8,1.18723,0.763168,1.254722,0.396692
2019-01-07 09:00:00,9,27.59,89.65,12.9,53.2,536.27,0.30979,0.8,0.900987,0.846148,1.26555,0.398875
2019-01-07 10:00:00,10,29.25,96.57,12.73,58.07,463.82,0.314072,0.8,0.87958,0.83111,1.286251,0.394574
2019-01-07 11:00:00,11,29.03,90.43,12.0,50.22,481.13,0.389658,0.8,0.87513,0.885695,1.253902,0.400609
2019-01-07 12:00:00,12,26.92,91.52,12.85,50.36,553.17,0.463225,0.8,0.755561,0.817578,1.267142,0.40823
2019-01-07 13:00:00,13,29.82,91.53,12.02,56.57,478.74,0.366575,0.8,0.888452,0.835946,1.236657,0.40038
2019-01-07 14:00:00,14,30.08,89.32,12.78,58.55,535.8,0.361199,0.8,1.052949,0.8462,1.26669,0.412772
2019-01-07 15:00:00,15,29.88,90.74,13.32,58.35,478.98,0.264141,0.8,1.20475,0.784304,1.302586,0.402147
2019-01-07 16:00:00,16,28.73,88.51,13.0,56.64,490.28,0.194204,0.8,1.318779,0.662944,1.229198,0.401694
2019-01-07 17:00:00,17,26.93,95.76,12.99,53.76,555.31,0.116843,0.8,1.583762,0.605719,1.108634,0.398979
2019-01-07 18:00:00,18,28.7,94.13,12.9,49.5,531.75,0.0,0.8,1.706754,0.424681,1.049702,0.401403
2019-01-07 19:00:00,19,29.88,91.53,11.54,53.65,0.0,0.0,0.8,1.562449,0.250563,0.755889,0.398357
2019-01-07 20:00:00,20,29.59,93.45,11.75,52.23,0.0,0.0,0.8,1.362418,0.170505,0.513932,0.39684
2019-01-07 21:00:00,21,26.87,88.68,12.22,50.97,0.0,0.0,0.8,1.225794,0.08467,0.358991,0.400503
2019-01-07 22:00:00,22,27.81,93.47,12.39,57.42,0.0,0.0,0.8,0.956327,0.085152,0.252634,0.402602
2019-01-07 23:00:00,23,28.38,91.54,12.24,54.17,0.0,0.0,0.8,0.831229,0.082172,0.250139,0.401687
2019-01-08 00:00:00,0,32.57,92.55,9.55,50.5,0.0,0.0,0.8,0.672004,0.089161,0.258991,0.403232
2019-01-08 01:00:00,1,31.85,90.48,9.12,43.41,0.0,0.0,0.8,0.479084,0.085848,0.250755,0.403117
2019-01-08 02:00:00,2,34.38,83.93,9.85,50.97,0.0,0.0,0.8,0.521783,0.087034,0.262353,0.404648
2019-01-08 03:00:00,3,34.73,89.43,8.27,43.39,0.0,0.0,0.542199,0.544828,0.093249,0.255866,0.397248
2019-01-08 04:00:00,4,34.5,89.46,9.83,46.88,0.0,0.0,0.8,0.752849,0.089624,0.398008,0.393592
2019-01-08 05:00:00,5,32.94,88.32,9.34,51.95,0.0,0.0,0.8,0.948458,0.17414,0.780307,0.399263
2019-01-08 06:00:00,6,33.29,83.9,8.32,45.22,844.19,0.0,0.557835,1.142329,0.345259,1.006278,0.40304
2019-01-08 07:00:00,7,33.47,83.5,8.37,44.64,750.71,0.170711,0.572688,1.402241,0.621986,1.124414,0.40046
2019-01-08 08:00:00,8,32.99,84.31,9.88,43.59,781.56,0.346301,0.8,1.299828,0.775607,1.275911,0.393945
2019-01-08 09:00:00,9,33.05,92.52,10.34,48.53,777.97,0.467929,0.8,1.031369,0.878982,1.357002,0.403587
2019-01-08 10:00:00,10,32.94,88.01,9.87,43.66,788.93,0.605116,0.8,0.860507,0.857029,1.306869,0.401768
2019-01-08 11:00:00,11,33.78,83.55,10.57,51.58,808.29,0.646948,0.8,0.869919,0.854966,1.257653,0.397418
2019-01-08 12:00:00,12,31.58,84.67,10.52,45.88,819.95,0.713089,0.8,0.830076,0.882357,1.24764,0.403677
2019-01-08 13:00:00,13,33.19,91.43,11.09,51.02,838.7,0.674535,0.8,0.811488,0.896309,1.355352,0.403118
2019-01-08 14:00:00,14,32.07,87.75,9.69,51.35,781.62,0.562029,0.8,1.087305,0.884995,1.276923,0.399163
2019-01-08 15:00:00,15,34.11,89.5,10.03,44.63,845.84,0.525544,0.8,1.229867,0.77392,1.320287,0.398097
2019-01-08 16:00:00,16,31.56,83.75,9.91,44.05,749.37,0.330794,0.8,1.391295,0.676361,1.293499,0.398665
2019-01-08 17:00:00,17,35.34,86.33,10.84,46.34,785.58,0.176148,0.8,1.604385,0.604765,1.232106,0.401002
2019-01-08 18:00:00,18,32.61,86.04,9.04,43.02,781.28,0.0,0.8,1.729334,0.43554,1.054973,0.392701
2019-01-08 19:00:00,19,33.91,88.33,9.16,52.39,0.0,0.0,0.8,1.701622,0.268908,0.781869,0.394897
2019-01-08 20:00:00,20,33.58,85.72,9.97,51.54,0.0,0.0,0.8,1.371471,0.174926,0.514907,0.403493
2019-01-08 21:00:00,21,32.0,88.07,10.0,47.28,0.0,0.0,0.8,1.135447,0.084639,0.392362,0.397099
2019-01-08 22:00:00,22,33.37,89.22,9.77,52.25,0.0,0.0,0.8,1.065862,0.08998,0.268229,0.399182
2019-01-08 23:00:00,23,34.94,87.93,9.06,48.71,0.0,0.0,0.8,0.953394,0.087991,0.270304,0.404405
2019-01-09 00:00:00,0,34.74,72.28,10.52,74.73,0.0,0.0,0.8,0.7122,0.086636,0.260997,0.402065
2019-01-09 01:00:00,1,34.11,76.23,10.45,78.53,0.0,0.0,0.8,0.499506,0.08625,0.253432,0.399904
2019-01-09 02:00:00,2,35.17,69.36,9.61,73.05,0.0,0.0,0.8,0.475445,0.0861,0.25721,0.396732
2019-01-09 03:00:00,3,36.37,69.2,9.05,75.97,0.0,0.0,0.8,0.538331,0.085602,0.259278,0.402803
2019-01-09 04:00:00,4,34.83,73.46,9.36,78.35,0.0,0.0,0.8,0.725569,0.083763,0.363691,0.400735
2019-01-09 05:00:00,5,36.04,69.41,10.27,74.36,0.0,0.0,0.8,0.872492,0.177598,0.759903,0.400261
2019-01-09 06:00:00,6,34.63,73.66,9.48,73.28,539.4,0.0,0.8,1.162859,0.35125,1.030645,0.399963
2019-01-09 07:00:00,7,34.64,75.77,9.35,80.34,476.82,0.076709,0.8,1.343492,0.600002,1.132881,0.396723
2019-01-09 08:00:00,8,34.79,76.59,11.3,76.28,567.44,0.184637,0.8,1.223692,0.769324,1.234049,0.399463
2019-01-09 09:00:00,9,36.36,68.74,10.12,79.07,543.08,0.242187,0.8,1.043901,0.870264,1.284203,0.398736
2019-01-09 10:00:00,10,36.12,69.18,10.72,81.51,526.48,0.27955,0.8,0.845886,0.843816,1.284214,0.399409
2019-01-09 11:00:00,11,36.83,77.2,10.59,78.52,523.67,0.321038,0.8,0.916411,0.910419,1.303589,0.398328
2019-01-09 12:00:00,12,34.8,75.15,11.06,79.08,496.36,0.313036,0.8,0.843877,0.859844,1.295038,0.395991
2019-01-09 13:00:00,13,33.6,72.49,10.98,72.14,488.88,0.321402,0.8,0.875218,0.807862,1.271186,0.40006
2019-01-09 14:00:00,14,35.62,75.47,10.9,79.68,553.73,0.300332,0.8,1.07171,0.879979,1.29529,0.397706
2019-01-09 15:00:00,15,36.63,73.88,10.87,75.66,476.58,0.220811,0.8,1.258219,0.798402,1.253197,0.396255
2019-01-09 16:00:00,16,34.45,71.16,10.97,79.42,523.82,0.164531,0.8,1.366716,0.685938,1.247961,0.397535
2019-01-09 17:00:00,17,36.03,76.51,10.94,73.41,557.55,0.096891,0.8,1.500695,0.622648,1.195861,0.399053
2019-01-09 18:00:00,18,37.1,75.77,9.64,73.42,477.23,0.0,0.8,1.687237,0.439647,1.059253,0.402338
2019-01-09 19:00:00,19,36.26,69.46,9.77,80.01,0.0,0.0,0.8,1.523772,0.259389,0.776332,0.395071
2019-01-09 20:00:00,20,36.91,78.51,10.49,80.48,0.0,0.0,0.8,1.418606,0.178161,0.526458,0.393531
2019-01-09 21:00:00,21,36.03,78.51,9.29,79.87,0.0,0.0,0.8,1.2303,0.088789,0.394361,0.395027
2019-01-09 22:00:00,22,36.1,75.36,9.23,77.59,0.0,0.0,0.8,1.07401,0.086978,0.265314,0.394922
