Timestamp,Date,Hour,Temperature_C,Humidity_pct,Wind_Speed_ms,Cloud_Cover_pct,Solar_Irradiance_Wm2,Solar_MW,Wind_MW,Total_Load_MW,Grid_Import_MW,Grid_Import_MVAR,V_Sub_650,V_Split_632,V_Solar_633,V_Wind_675,V_Res_634,V_Ind_671,V_Com_684,V_Crit_692,V_Min_pu,V_Max_pu,L_Main_650_632_pct,L_IndWind_632_671_pct,L_Solar_632_633_pct,Max_Line_Loading_pct,Total_Loss_MW,Total_Loss_MVAR
2022-01-01 13:00:00,2022-01-01,13,30.48,75.84,4.58,51.88,664.26,0.530285,0.00436,3.3195,3.1561,1.3815,0.97167,0.95932,0.95965,0.9464,0.93754,0.94638,0.94291,0.94,0.92005,0.99895,45.25,48.27,3.2,48.27,0.1337,0.4037
2022-01-01 14:00:00,2022-01-01,14,30.15,77.91,5.68,48.84,684.41,0.502821,0.021096,3.7997,3.6601,1.6556,0.96648,0.95205,0.95234,0.93716,0.92698,0.93711,0.93327,0.92995,0.90996,0.99875,52.78,55.5,2.9,55.5,0.1789,0.5443
2022-01-01 15:00:00,2022-01-01,15,29.8,70.54,4.8,49.43,715.71,0.427181,0.006417,3.471,3.4117,1.4855,0.96961,0.95632,0.95653,0.94269,0.93213,0.94267,0.93888,0.93535,0.91388,0.99886,48.88,50.85,2.09,50.85,0.1538,0.4614
2022-01-01 16:00:00,2022-01-01,16,32.05,69.87,4.24,45.16,674.91,0.295211,0.002075,3.6783,3.699,1.6145,0.96712,0.95273,0.95283,0.93823,0.92611,0.93822,0.93409,0.93001,0.90396,0.99877,53.02,53.97,1.0,53.97,0.1792,0.5364
2022-01-01 17:00:00,2022-01-01,17,30.56,76.16,3.82,42.76,715.06,0.165113,0.000613,3.5909,3.6633,1.5786,0.96776,0.95357,0.95361,0.9394,0.92646,0.9394,0.93516,0.93077,0.90198,0.99879,52.41,52.7,0.31,52.7,0.1771,0.5258
2022-01-01 18:00:00,2022-01-01,18,31.05,70.63,4.17,51.87,720.11,0.0,0.001737,3.4836,3.5822,1.5374,0.96854,0.95468,0.95468,0.94089,0.92702,0.94089,0.93664,0.93184,0.89957,0.99882,51.21,51.21,0.0,51.21,0.175,0.5149
2022-01-01 19:00:00,2022-01-01,19,32.59,72.53,3.29,50.61,0.0,0.0,2.7e-05,2.9499,3.072,1.267,0.97369,0.96191,0.96191,0.95019,0.93748,0.95019,0.94641,0.94192,0.91223,0.99901,43.65,43.65,0.0,43.65,0.1322,0.385
2022-01-01 20:00:00,2022-01-01,20,32.96,77.83,3.08,46.27,0.0,0.0,0.0,2.4245,2.5146,0.9926,0.97903,0.96949,0.96949,0.95998,0.94867,0.95998,0.95665,0.9526,0.92642,0.99921,35.5,35.5,0.0,35.5,0.0925,0.266
2022-01-01 21:00:00,2022-01-01,21,29.93,77.16,3.13,43.78,0.0,0.0,2e-06,2.0609,2.1291,0.8131,0.9826,0.97458,0.97458,0.96658,0.95676,0.96658,0.96373,0.96012,0.93775,0.99935,29.92,29.93,0.0,29.93,0.0679,0.1947
2022-01-01 22:00:00,2022-01-01,22,33.68,74.1,3.04,50.46,0.0,0.0,0.0,1.7315,1.7814,0.658,0.98574,0.97908,0.97908,0.97243,0.96405,0.97243,0.96994,0.96682,0.94781,0.99946,24.93,24.93,0.0,24.93,0.0483,0.138
2022-01-01 23:00:00,2022-01-01,23,32.64,75.54,2.95,52.06,0.0,0.0,0.0,1.5337,1.5726,0.5664,0.98761,0.98177,0.98177,0.97593,0.96891,0.97593,0.97379,0.97113,0.9524,0.99953,21.94,21.94,0.0,21.94,0.0367,0.1055
2022-01-02 00:00:00,2022-01-02,0,33.53,81.29,3.22,59.93,0.0,0.0,1.2e-05,1.3882,1.4204,0.5029,0.98893,0.98367,0.98367,0.97842,0.97234,0.97841,0.97651,0.97417,0.95545,0.99958,19.78,19.78,0.0,19.78,0.0295,0.0857
2022-01-02 01:00:00,2022-01-02,1,35.21,84.11,4.47,65.87,0.0,0.0,0.003514,1.2914,1.3159,0.461,0.98981,0.98495,0.98495,0.9801,0.97489,0.98009,0.97839,0.97634,0.95729,0.99962,18.3,18.3,0.0,18.3,0.0248,0.073
2022-01-02 02:00:00,2022-01-02,2,33.76,86.55,3.18,65.38,0.0,0.0,6e-06,1.307,1.3351,0.4675,0.98967,0.98473,0.98473,0.97981,0.97448,0.97981,0.9781,0.97601,0.95751,0.99961,18.57,18.57,0.0,18.57,0.0254,0.0746
2022-01-02 03:00:00,2022-01-02,3,35.02,89.74,5.11,61.48,0.0,0.0,0.01032,1.2806,1.2976,0.455,0.98994,0.98514,0.98514,0.98038,0.97523,0.98035,0.97868,0.97666,0.95788,0.99962,18.05,18.05,0.0,18.05,0.0241,0.0711
2022-01-02 04:00:00,2022-01-02,4,36.73,82.95,3.38,66.49,0.0,0.0,6e-05,1.6177,1.6575,0.5976,0.98695,0.98079,0.98079,0.97464,0.96805,0.97464,0.9726,0.97008,0.95119,0.99951,23.13,23.13,0.0,23.13,0.0382,0.1117
2022-01-02 05:00:00,2022-01-02,5,36.7,90.03,4.03,63.24,0.0,0.0,0.001188,2.3424,2.4151,0.9282,0.98025,0.97116,0.97116,0.9621,0.9537,0.96209,0.95949,0.95641,0.93705,0.99926,33.97,33.98,0.0,33.98,0.0758,0.2262
2022-01-02 06:00:00,2022-01-02,6,35.5,88.39,3.82,68.48,490.93,0.0,0.000612,3.0879,3.203,1.319,0.97265,0.9604,0.9604,0.9482,0.93718,0.9482,0.94472,0.94085,0.91638,0.99897,45.5,45.5,0.0,45.5,0.1331,0.3979
2022-01-02 07:00:00,2022-01-02,7,35.27,83.06,4.15,66.25,527.25,0.098664,0.001685,3.5959,3.6868,1.5828,0.96766,0.95341,0.95342,0.93921,0.92683,0.93921,0.9351,0.9309,0.90368,0.99878,52.71,52.82,0.11,52.82,0.176,0.5268
2022-01-02 08:00:00,2022-01-02,8,37.03,83.64,3.98,60.95,528.16,0.201003,0.001046,3.7897,3.841,1.676,0.96593,0.95102,0.95106,0.93609,0.9244,0.93609,0.93192,0.92806,0.90366,0.99872,55.06,55.5,0.46,55.5,0.1883,0.5699
2022-01-02 09:00:00,2022-01-02,9,37.42,83.87,4.81,67.65,546.74,0.275614,0.006478,3.7005,3.7175,1.6183,0.96703,0.95259,0.95268,0.93807,0.92766,0.93805,0.93409,0.93071,0.91044,0.99876,53.27,54.09,0.87,54.09,0.1756,0.5356
2022-01-02 10:00:00,2022-01-02,10,37.1,81.24,5.3,59.64,498.88,0.332939,0.013306,3.5345,3.5115,1.5178,0.96895,0.95532,0.95545,0.94154,0.93218,0.9415,0.93783,0.93479,0.91467,0.99884,50.25,51.45,1.27,51.45,0.1571,0.4814
2022-01-02 11:00:00,2022-01-02,11,34.62,88.81,4.87,69.16,453.23,0.307361,0.007202,3.5232,3.5164,1.5132,0.96902,0.9554,0.95551,0.94164,0.9324,0.94162,0.93795,0.93496,0.91516,0.99884,50.29,51.31,1.08,51.31,0.1565,0.4803
2022-01-02 12:00:00,2022-01-02,12,36.26,84.67,5.86,65.37,542.13,0.395409,0.025794,3.5521,3.4784,1.518,0.96899,0.95544,0.95562,0.94165,0.93183,0.94159,0.93781,0.93464,0.91496,0.99884,49.86,51.54,1.79,51.54,0.1572,0.478
2022-01-02 13:00:00,2022-01-02,13,35.81,80.9,6.66,69.39,521.83,0.353049,0.053921,3.5424,3.4627,1.5067,0.9692,0.95572,0.95586,0.94215,0.93268,0.94201,0.93831,0.93528,0.91519,0.99885,49.61,50.95,1.43,50.95,0.1547,0.4737
2022-01-02 14:00:00,2022-01-02,14,36.94,80.58,4.54,63.29,533.07,0.34362,0.004023,3.6401,3.6219,1.5787,0.96781,0.95372,0.95385,0.93944,0.92938,0.93943,0.93553,0.93227,0.91216,0.99879,51.91,53.18,1.35,53.18,0.1681,0.5123
2022-01-02 15:00:00,2022-01-02,15,33.7,88.77,6.17,69.52,551.68,0.272853,0.034916,3.6531,3.6511,1.5888,0.9676,0.95341,0.9535,0.93922,0.92781,0.93913,0.93509,0.93133,0.90787,0.99878,52.31,53.12,0.85,53.12,0.1725,0.5205
2022-01-02 16:00:00,2022-01-02,16,34.91,81.26,5.69,64.73,529.24,0.194226,0.021385,3.9429,3.9626,1.7572,0.96444,0.94898,0.94902,0.93357,0.92028,0.93351,0.92905,0.92463,0.89558,0.99866,56.95,57.37,0.43,57.37,0.2059,0.617
2022-01-02 17:00:00,2022-01-02,17,36.5,86.33,5.54,61.65,465.65,0.031004,0.018001,3.7369,3.807,1.6561,0.9663,0.95153,0.95153,0.93688,0.92361,0.93683,0.93252,0.92803,0.89846,0.99873,54.54,54.56,0.01,54.56,0.1903,0.5677
2022-01-02 18:00:00,2022-01-02,18,35.06,86.35,5.62,69.02,466.72,0.0,0.019819,3.553,3.6313,1.5667,0.96799,0.95392,0.95392,0.93997,0.92615,0.93992,0.93566,0.93091,0.89908,0.9988,51.96,51.96,0.0,51.96,0.1787,0.5275
2022-01-02 19:00:00,2022-01-02,19,36.01,82.53,3.6,60.81,0.0,0.0,0.000234,3.0583,3.1744,1.3245,0.9726,0.96039,0.96039,0.94824,0.93487,0.94824,0.94429,0.93959,0.90802,0.99897,45.18,45.18,0.0,45.18,0.1427,0.415
2022-01-02 20:00:00,2022-01-02,20,36.15,81.85,3.54,59.93,0.0,0.0,0.000175,2.5015,2.5969,1.0332,0.97824,0.96836,0.96836,0.95852,0.94687,0.95852,0.95511,0.95095,0.92376,0.99918,36.7,36.7,0.0,36.7,0.0986,0.2837
2022-01-02 21:00:00,2022-01-02,21,33.63,88.12,4.5,60.34,0.0,0.0,0.003707,2.1064,2.1738,0.8349,0.98217,0.97397,0.97397,0.9658,0.95572,0.96579,0.96288,0.95919,0.93609,0.99933,30.58,30.58,0.0,30.58,0.0709,0.2033
2022-01-02 22:00:00,2022-01-02,22,34.96,84.97,4.48,63.21,0.0,0.0,0.003551,1.853,1.9064,0.7146,0.9846,0.97744,0.97744,0.97031,0.96125,0.9703,0.96764,0.96429,0.94406,0.99942,26.73,26.73,0.0,26.73,0.0556,0.1587
2022-01-02 23:00:00,2022-01-02,23,35.61,82.55,3.71,63.3,0.0,0.0,0.000395,1.6211,1.6637,0.605,0.98682,0.98062,0.98062,0.97443,0.96697,0.97443,0.97217,0.96936,0.95016,0.9995,23.24,23.24,0.0,23.24,0.041,0.1182
2022-01-03 00:00:00,2022-01-03,0,35.35,67.57,3.73,44.68,0.0,0.0,0.000432,1.4207,1.4535,0.516,0.98866,0.98327,0.98327,0.97789,0.97174,0.97789,0.97597,0.9736,0.95493,0.99957,20.25,20.25,0.0,20.25,0.0306,0.089
2022-01-03 01:00:00,2022-01-03,1,34.78,76.57,3.88,41.18,0.0,0.0,0.000757,1.2439,1.2694,0.4421,0.99021,0.98552,0.98552,0.98084,0.97585,0.98084,0.97921,0.97722,0.95854,0.99963,17.64,17.64,0.0,17.64,0.0231,0.0681
2022-01-03 02:00:00,2022-01-03,2,36.95,67.5,3.7,42.91,0.0,0.0,0.000384,1.2819,1.3089,0.4577,0.98988,0.98504,0.98504,0.98021,0.97502,0.98021,0.97853,0.97647,0.95755,0.99962,18.2,18.2,0.0,18.2,0.0245,0.0723
2022-01-03 03:00:00,2022-01-03,3,34.04,73.39,4.6,44.37,0.0,0.0,0.004458,1.23,1.2512,0.4357,0.99034,0.98572,0.98572,0.98112,0.97618,0.98111,0.9795,0.97754,0.95904,0.99964,17.39,17.39,0.0,17.39,0.0225,0.0663
2022-01-03 04:00:00,2022-01-03,4,34.33,67.85,3.89,41.69,0.0,0.0,0.000785,1.6186,1.658,0.5987,0.98693,0.98077,0.98077,0.97462,0.96789,0.97462,0.97255,0.96998,0.95106,0.99951,23.14,23.14,0.0,23.14,0.0386,0.1127
2022-01-03 05:00:00,2022-01-03,5,33.61,76.6,3.26,46.91,0.0,0.0,1.9e-05,2.1783,2.2427,0.8475,0.98185,0.97344,0.97344,0.96506,0.95729,0.96506,0.96262,0.95975,0.94068,0.99932,31.48,31.48,0.0,31.48,0.0651,0.1942
2022-01-03 06:00:00,2022-01-03,6,37.08,75.01,4.67,40.05,620.41,0.0,0.005148,3.075,3.1837,1.3096,0.97283,0.96065,0.96065,0.94854,0.93754,0.94853,0.94505,0.9412,0.91683,0.99898,45.22,45.22,0.0,45.22,0.1316,0.3931
2022-01-03 07:00:00,2022-01-03,7,34.17,68.34,3.22,46.95,613.84,0.13694,1.2e-05,3.4961,3.5852,1.5274,0.9687,0.95487,0.95489,0.94106,0.92904,0.94106,0.93703,0.93295,0.90686,0.99882,51.2,51.4,0.21,51.4,0.1662,0.497
2022-01-03 08:00:00,2022-01-03,8,35.21,69.71,4.8,43.83,570.54,0.252293,0.006434,3.6819,3.7136,1.6127,0.96713,0.95272,0.95279,0.93825,0.92669,0.93823,0.93413,0.9303,0.90623,0.99876,53.19,53.88,0.73,53.88,0.1775,0.5349
2022-01-03 09:00:00,2022-01-03,9,35.87,70.05,3.73,46.75,609.33,0.372014,0.000427,3.5485,3.5177,1.5262,0.96881,0.95513,0.95529,0.94121,0.93111,0.94121,0.93735,0.93406,0.91442,0.99883,50.37,51.87,1.58,51.87,0.1597,0.4841
2022-01-03 10:00:00,2022-01-03,10,33.49,72.4,5.32,47.57,581.53,0.431836,0.013756,3.3903,3.2984,1.4271,0.97073,0.9579,0.95811,0.94473,0.93556,0.94469,0.94111,0.93813,0.91852,0.99891,47.21,49.21,2.13,49.21,0.1419,0.4311
2022-01-03 11:00:00,2022-01-03,11,35.92,73.64,5.01,41.32,581.89,0.507241,0.008863,3.4232,3.2701,1.437,0.9706,0.9578,0.9581,0.94449,0.93584,0.94447,0.94095,0.93816,0.91845,0.9989,46.92,49.68,2.94,49.68,0.1421,0.4327
2022-01-03 12:00:00,2022-01-03,12,35.38,72.81,3.96,47.53,640.53,0.549449,0.000958,3.4395,3.2608,1.4442,0.9705,0.95769,0.95804,0.94426,0.93523,0.94425,0.94066,0.93774,0.91825,0.9989,46.85,50.09,3.45,50.09,0.1433,0.4333
2022-01-03 13:00:00,2022-01-03,13,36.3,76.04,5.99,43.32,558.65,0.479245,0.029253,3.4491,3.3003,1.4479,0.97038,0.95748,0.95774,0.94417,0.93494,0.9441,0.94044,0.93747,0.91742,0.9989,47.34,49.81,2.62,49.81,0.1446,0.4386
2022-01-03 14:00:00,2022-01-03,14,36.57,66.75,4.65,42.79,601.06,0.464277,0.004926,3.6122,3.5165,1.5541,0.96834,0.95458,0.95483,0.9404,0.92972,0.94039,0.93641,0.93292,0.91165,0.99882,50.51,52.83,2.47,52.83,0.1644,0.4937
2022-01-03 15:00:00,2022-01-03,15,34.06,71.68,4.73,47.96,583.56,0.352693,0.005721,3.6708,3.6596,1.6035,0.96735,0.95309,0.95324,0.93863,0.92756,0.93862,0.93467,0.93099,0.90814,0.99878,52.49,53.84,1.43,53.84,0.1741,0.5257
2022-01-03 16:00:00,2022-01-03,16,34.2,75.68,4.1,40.71,550.98,0.24983,0.001448,3.7301,3.7673,1.6472,0.96649,0.95184,0.95192,0.93713,0.92441,0.93713,0.93288,0.9286,0.9006,0.99874,54.02,54.7,0.72,54.7,0.1866,0.5571
2022-01-03 17:00:00,2022-01-03,17,34.09,75.32,5.51,42.54,574.4,0.132864,0.017257,3.7854,3.8339,1.6794,0.96588,0.95097,0.95099,0.93614,0.92244,0.9361,0.93166,0.92705,0.89621,0.99872,54.99,55.18,0.2,55.18,0.1953,0.5804
2022-01-03 18:00:00,2022-01-03,18,36.56,68.49,4.59,41.19,557.27,0.0,0.004449,3.6637,3.7412,1.6315,0.96679,0.95225,0.95225,0.9378,0.92309,0.93778,0.93329,0.92823,0.89379,0.99875,53.62,53.62,0.0,53.62,0.1927,0.5662
2022-01-03 19:00:00,2022-01-03,19,34.53,75.66,2.89,39.66,0.0,0.0,0.0,3.0113,3.1309,1.3001,0.97306,0.96104,0.96104,0.94907,0.93599,0.94907,0.9452,0.94059,0.90984,0.99899,44.53,44.53,0.0,44.53,0.1382,0.4022
2022-01-03 20:00:00,2022-01-03,20,34.4,70.5,3.85,41.49,0.0,0.0,0.000673,2.3388,2.4198,0.9424,0.98001,0.97086,0.97086,0.96174,0.95126,0.96174,0.95861,0.95484,0.93099,0.99925,34.1,34.1,0.0,34.1,0.0836,0.2414
2022-01-03 21:00:00,2022-01-03,21,36.83,71.57,4.52,46.81,0.0,0.0,0.003846,2.1071,2.1754,0.8369,0.98214,0.97392,0.97392,0.96574,0.95553,0.96573,0.96279,0.95905,0.93557,0.99933,30.6,30.6,0.0,30.6,0.0717,0.2051
2022-01-03 22:00:00,2022-01-03,22,37.3,71.96,2.93,41.53,0.0,0.0,0.0,1.8059,1.8603,0.6934,0.98502,0.97805,0.97805,0.97109,0.96223,0.97109,0.96849,0.96522,0.94537,0.99944,26.06,26.07,0.0,26.07,0.053,0.1512
2022-01-03 23:00:00,2022-01-03,23,34.18,66.81,2.85,47.81,0.0,0.0,0.0,1.6331,1.6773,0.6121,0.98668,0.98042,0.98042,0.97418,0.96642,0.97418,0.97185,0.96895,0.95017,0.9995,23.44,23.44,0.0,23.44,0.0424,0.1216
2022-01-04 00:00:00,2022-01-04,0,26.25,84.29,3.69,54.0,0.0,0.0,0.000358,1.3491,1.379,0.4861,0.98928,0.98418,0.98418,0.97908,0.97333,0.97908,0.97727,0.97503,0.9563,0.9996,19.19,19.19,0.0,19.19,0.0276,0.0805
2022-01-04 01:00:00,2022-01-04,1,28.33,87.39,3.53,62.55,0.0,0.0,0.000159,1.2316,1.2571,0.4373,0.99031,0.98567,0.98567,0.98104,0.97616,0.98103,0.97943,0.97748,0.95865,0.99964,17.47,17.47,0.0,17.47,0.0226,0.0669
2022-01-04 02:00:00,2022-01-04,2,29.15,83.69,2.23,60.46,0.0,0.0,0.0,1.204,1.2288,0.4266,0.99054,0.986,0.986,0.98148,0.97672,0.98148,0.9799,0.97799,0.95905,0.99964,17.07,17.07,0.0,17.07,0.0217,0.0644
2022-01-04 03:00:00,2022-01-04,3,27.15,88.53,2.86,54.09,0.0,0.0,0.0,1.2247,1.2501,0.4346,0.99037,0.98575,0.98575,0.98115,0.97622,0.98114,0.97953,0.97758,0.95899,0.99964,17.37,17.37,0.0,17.37,0.0225,0.0662
2022-01-04 04:00:00,2022-01-04,4,28.99,90.69,3.51,60.1,0.0,0.0,0.000149,1.501,1.5354,0.5468,0.988,0.98231,0.98231,0.97663,0.97075,0.97663,0.97477,0.97249,0.95351,0.99955,21.4,21.4,0.0,21.4,0.0325,0.0959
2022-01-04 05:00:00,2022-01-04,5,28.85,85.6,4.1,62.89,0.0,0.0,0.001455,2.1598,2.2214,0.8379,0.98205,0.97372,0.97372,0.96542,0.95795,0.96541,0.96306,0.96029,0.94118,0.99932,31.17,31.18,0.0,31.18,0.0634,0.1902
2022-01-04 06:00:00,2022-01-04,6,28.45,84.93,2.33,53.95,434.52,0.0,0.0,2.8717,2.9723,1.1975,0.97498,0.96367,0.96367,0.95241,0.94235,0.9524,0.9492,0.94566,0.92365,0.99906,42.09,42.09,0.0,42.09,0.1135,0.3398
2022-01-04 07:00:00,2022-01-04,7,27.34,88.89,4.33,59.34,388.18,0.077641,0.002557,3.4934,3.5919,1.5282,0.96868,0.95483,0.95484,0.94104,0.92893,0.94103,0.93702,0.93291,0.90639,0.99882,51.28,51.35,0.07,51.35,0.1667,0.4987
2022-01-04 08:00:00,2022-01-04,8,27.98,88.9,4.59,63.02,441.71,0.164819,0.004449,3.5155,3.5883,1.5277,0.96869,0.95485,0.95488,0.94103,0.93032,0.94102,0.93715,0.9336,0.91179,0.99882,51.23,51.53,0.31,51.53,0.1624,0.4923
2022-01-04 09:00:00,2022-01-04,9,27.25,84.96,3.03,53.36,463.66,0.267478,0.0,3.4101,3.4326,1.4558,0.97008,0.95684,0.95692,0.9435,0.93397,0.9435,0.93982,0.93671,0.91713,0.99888,48.98,49.75,0.82,49.75,0.1484,0.4526
2022-01-04 10:00:00,2022-01-04,10,29.84,87.3,4.51,54.85,464.0,0.32352,0.003771,3.3757,3.3592,1.429,0.97062,0.95764,0.95776,0.94448,0.93535,0.94447,0.94086,0.93789,0.91815,0.9989,47.95,49.08,1.19,49.08,0.1433,0.4374
2022-01-04 11:00:00,2022-01-04,11,26.81,90.42,4.1,53.76,461.8,0.362631,0.001447,3.3333,3.2995,1.4053,0.97109,0.95832,0.95848,0.94532,0.93628,0.94532,0.94178,0.93882,0.91902,0.99892,47.11,48.53,1.5,48.53,0.1392,0.4241
2022-01-04 12:00:00,2022-01-04,12,26.96,88.0,4.73,58.98,374.04,0.290012,0.005725,3.316,3.3145,1.3985,0.97118,0.95841,0.9585,0.94551,0.93667,0.9455,0.94198,0.9391,0.91938,0.99892,47.26,48.16,0.96,48.16,0.1384,0.4236
2022-01-04 13:00:00,2022-01-04,13,27.1,89.86,4.56,53.99,386.91,0.303197,0.004134,3.3914,3.3878,1.4411,0.97038,0.95729,0.9574,0.94407,0.93533,0.94405,0.94056,0.93772,0.91811,0.99889,48.36,49.35,1.05,49.35,0.1446,0.4445
2022-01-04 14:00:00,2022-01-04,14,28.78,88.28,4.02,61.96,444.63,0.290283,0.001156,3.5355,3.5517,1.5261,0.96877,0.95501,0.95511,0.94114,0.93102,0.94114,0.9373,0.93399,0.914,0.99883,50.78,51.69,0.96,51.69,0.1603,0.4874
2022-01-04 15:00:00,2022-01-04,15,29.07,84.21,5.26,61.9,367.81,0.196194,0.012739,3.6107,3.6639,1.5774,0.96778,0.9536,0.95364,0.93943,0.92807,0.9394,0.93539,0.93162,0.90797,0.99879,52.41,52.82,0.44,52.82,0.1715,0.5179
2022-01-04 16:00:00,2022-01-04,16,26.09,85.5,4.52,62.99,428.07,0.159772,0.00383,3.7034,3.7719,1.6358,0.96668,0.95206,0.95209,0.93746,0.92505,0.93745,0.93327,0.9291,0.90207,0.99875,54.01,54.29,0.29,54.29,0.1841,0.5524
2022-01-04 17:00:00,2022-01-04,17,27.43,88.95,4.99,54.2,458.61,0.096114,0.008627,3.6492,3.7243,1.6115,0.96714,0.95271,0.95272,0.93835,0.92497,0.93833,0.93402,0.92948,0.89936,0.99876,53.31,53.41,0.11,53.41,0.1838,0.5455
2022-01-04 18:00:00,2022-01-04,18,26.25,91.34,4.81,62.87,439.85,0.0,0.006552,3.5867,3.6669,1.5911,0.96755,0.95331,0.95331,0.93917,0.92454,0.93915,0.9347,0.92965,0.89541,0.99878,52.51,52.52,0.0,52.52,0.1862,0.5457
2022-01-04 19:00:00,2022-01-04,19,27.77,87.14,2.74,61.13,0.0,0.0,0.0,2.8784,2.9961,1.2289,0.97442,0.96295,0.96295,0.95153,0.93892,0.95153,0.94779,0.94333,0.91391,0.99904,42.53,42.53,0.0,42.53,0.1267,0.3681
2022-01-04 20:00:00,2022-01-04,20,27.79,92.06,2.99,59.56,0.0,0.0,0.0,2.4021,2.49,0.9796,0.97929,0.96984,0.96984,0.96043,0.94933,0.96043,0.95716,0.95317,0.92758,0.99922,35.14,35.14,0.0,35.14,0.0902,0.2596
2022-01-04 21:00:00,2022-01-04,21,28.67,86.31,3.97,57.91,0.0,0.0,0.000991,2.0441,2.1104,0.8048,0.98277,0.97482,0.97482,0.9669,0.95712,0.96689,0.96406,0.96047,0.93817,0.99935,29.66,29.66,0.0,29.66,0.0668,0.1916
2022-01-04 22:00:00,2022-01-04,22,26.59,82.95,4.09,59.34,0.0,0.0,0.001425,1.6835,1.7295,0.6356,0.9862,0.97974,0.97974,0.97329,0.96517,0.97329,0.97088,0.96785,0.94907,0.99948,24.19,24.19,0.0,24.19,0.0455,0.1301
