timestamp,temperature,humidity,wind_speed,cloud_cover,solar_irradiance,residential_load_MW,commercial_load_MW,industrial_load_MW,critical_load_MW,solar_MW,wind_MW
2019-01-04 11:00,26.68,91.12,2.0,48.62,576.17,0.834,0.834,1.251,0.4,0.473,0.0
2019-01-04 12:00,28.5,98.62,2.84,54.54,555.34,0.85,0.85,1.275,0.4,0.448,0.0
2019-01-04 13:00,26.2,96.05,2.49,50.25,543.37,0.842,0.842,1.263,0.4,0.44,0.0
2019-01-04 14:00,27.87,93.16,2.71,48.33,613.45,1.004,0.837,1.256,0.4,0.453,0.0
2019-01-04 15:00,27.39,96.1,2.58,50.86,547.46,1.178,0.758,1.263,0.4,0.323,0.0
2019-01-04 16:00,27.15,91.96,2.74,52.62,538.53,1.336,0.668,1.253,0.4,0.221,0.0
2019-01-04 17:00,26.87,90.47,1.75,47.14,517.93,1.499,0.583,1.124,0.4,0.115,0.0
2019-01-04 18:00,29.32,89.81,2.46,49.82,569.17,1.684,0.421,1.011,0.4,0.0,0.0
2019-01-04 19:00,29.8,95.07,2.67,47.16,0.0,1.538,0.256,0.769,0.4,0.0,0.0
2019-01-04 20:00,28.84,91.1,2.9,54.69,0.0,1.345,0.168,0.504,0.4,0.0,0.0
2019-01-04 21:00,27.88,98.94,2.76,54.57,0.0,1.185,0.085,0.381,0.4,0.0,0.0
2019-01-04 22:00,28.08,90.63,2.33,48.89,0.0,1.0,0.083,0.25,0.4,0.0,0.0
2019-01-04 23:00,26.59,98.41,2.03,46.91,0.0,0.845,0.085,0.254,0.4,0.0,0.0
2019-01-05 00:00,30.21,77.77,1.65,41.07,0.0,0.664,0.083,0.249,0.4,0.0,0.0
2019-01-05 01:00,29.7,81.37,0.63,39.49,0.0,0.499,0.083,0.25,0.4,0.0,0.0
2019-01-05 02:00,29.06,84.75,0.2,44.39,0.0,0.499,0.083,0.25,0.4,0.0,0.0
2019-01-05 03:00,32.24,75.71,1.51,42.87,0.0,0.506,0.084,0.253,0.4,0.0,0.0
2019-01-05 04:00,28.56,82.04,1.35,46.35,0.0,0.659,0.082,0.371,0.4,0.0,0.0
2019-01-05 05:00,30.96,78.6,0.95,38.61,0.0,0.837,0.167,0.754,0.4,0.0,0.0
2019-01-05 06:00,31.61,84.8,1.44,40.41,526.61,1.194,0.341,1.023,0.4,0.0,0.0
2019-01-05 07:00,30.3,82.53,1.19,37.95,528.71,1.341,0.587,1.132,0.4,0.127,0.0
2019-01-05 08:00,28.95,83.93,0.67,38.91,484.14,1.162,0.747,1.245,0.4,0.223,0.0
2019-01-05 09:00,30.0,75.59,0.88,43.15,497.42,0.99,0.825,1.237,0.4,0.313,0.0
2019-01-05 10:00,31.6,84.99,0.35,37.3,538.23,0.853,0.853,1.279,0.4,0.434,0.0
2019-01-05 11:00,32.07,79.57,0.88,40.88,517.08,0.848,0.848,1.272,0.4,0.452,0.0
2019-01-05 12:00,28.65,82.16,1.09,46.25,521.89,0.825,0.825,1.237,0.4,0.452,0.0
2019-01-05 13:00,30.27,82.22,2.15,39.09,495.48,0.838,0.838,1.257,0.4,0.44,0.0
2019-01-05 14:00,29.83,77.14,0.47,39.17,561.06,0.991,0.826,1.239,0.4,0.446,0.0
2019-01-05 15:00,30.07,81.6,2.17,40.78,521.23,1.169,0.752,1.253,0.4,0.334,0.0
2019-01-05 16:00,30.78,76.62,0.89,44.56,492.44,1.333,0.666,1.249,0.4,0.216,0.0
2019-01-05 17:00,30.78,80.73,1.15,40.82,523.66,1.511,0.588,1.133,0.4,0.123,0.0
2019-01-05 18:00,29.05,77.81,2.11,40.1,541.84,1.642,0.41,0.985,0.4,0.0,0.0
2019-01-05 19:00,30.52,84.86,1.6,40.69,0.0,1.519,0.253,0.76,0.4,0.0,0.0
2019-01-05 20:00,29.02,79.68,1.34,39.98,0.0,1.318,0.165,0.494,0.4,0.0,0.0
2019-01-05 21:00,30.81,76.44,0.49,38.6,0.0,1.166,0.083,0.375,0.4,0.0,0.0
2019-01-05 22:00,29.61,78.72,1.14,43.98,0.0,0.992,0.083,0.248,0.4,0.0,0.0
2019-01-05 23:00,29.13,75.5,0.87,36.74,0.0,0.818,0.082,0.245,0.4,0.0,0.0
2019-01-06 00:00,30.12,86.69,1.12,60.31,0.0,0.675,0.084,0.253,0.4,0.0,0.0
2019-01-06 01:00,30.04,82.76,1.2,59.83,0.0,0.502,0.084,0.251,0.4,0.0,0.0
2019-01-06 02:00,27.82,86.1,2.13,56.55,0.0,0.495,0.083,0.248,0.4,0.0,0.0
2019-01-06 03:00,28.67,88.53,2.05,62.41,0.0,0.501,0.084,0.251,0.4,0.0,0.0
2019-01-06 04:00,27.2,88.69,1.71,57.45,0.0,0.664,0.083,0.373,0.4,0.0,0.0
2019-01-06 05:00,29.68,88.97,2.05,61.57,0.0,0.844,0.169,0.759,0.4,0.0,0.0
2019-01-06 06:00,29.09,87.84,1.91,53.41,757.49,1.172,0.335,1.005,0.4,0.0,0.0
2019-01-06 07:00,27.69,81.61,1.19,55.58,671.74,1.31,0.573,1.105,0.4,0.139,0.0
2019-01-06 08:00,26.26,83.83,1.84,61.23,725.86,1.151,0.74,1.233,0.4,0.276,0.0
2019-01-06 09:00,29.58,89.66,2.03,61.87,708.16,1.013,0.844,1.266,0.4,0.378,0.0
2019-01-06 10:00,27.75,82.64,1.99,53.31,669.98,0.82,0.82,1.23,0.4,0.474,0.0
2019-01-06 11:00,28.86,82.94,1.3,53.09,750.23,0.828,0.828,1.241,0.4,0.593,0.0
2019-01-06 12:00,26.77,83.14,1.02,59.04,705.23,0.821,0.821,1.232,0.4,0.547,0.0
2019-01-06 13:00,26.98,87.12,1.95,60.8,698.67,0.827,0.827,1.241,0.4,0.514,0.0
2019-01-06 14:00,27.81,88.32,1.1,53.18,708.26,0.995,0.829,1.244,0.4,0.501,0.0
2019-01-06 15:00,29.85,82.06,2.07,57.14,732.6,1.168,0.751,1.251,0.4,0.409,0.0
2019-01-06 16:00,27.01,85.51,0.7,57.68,714.6,1.32,0.66,1.237,0.4,0.28,0.0
2019-01-06 17:00,27.87,89.39,0.62,61.68,742.65,1.496,0.582,1.122,0.4,0.145,0.0
2019-01-06 18:00,27.61,83.44,1.29,59.96,763.78,1.643,0.411,0.986,0.4,0.0,0.0
2019-01-06 19:00,26.39,88.06,0.79,62.66,0.0,1.492,0.249,0.746,0.4,0.0,0.0
2019-01-06 20:00,29.41,83.17,1.53,56.98,0.0,1.332,0.166,0.499,0.4,0.0,0.0
2019-01-06 21:00,27.49,88.05,0.95,60.33,0.0,1.16,0.083,0.373,0.4,0.0,0.0
2019-01-06 22:00,26.21,82.77,1.07,56.13,0.0,0.985,0.082,0.246,0.4,0.0,0.0
2019-01-06 23:00,29.55,84.91,0.87,61.93,0.0,0.836,0.084,0.251,0.4,0.0,0.0
2019-01-07 00:00,28.69,92.12,2.69,49.79,0.0,0.673,0.084,0.252,0.4,0.0,0.0
2019-01-07 01:00,29.84,91.0,2.39,55.01,0.0,0.509,0.085,0.254,0.4,0.0,0.0
2019-01-07 02:00,29.72,91.42,2.33,54.28,0.0,0.509,0.085,0.254,0.4,0.0,0.0
2019-01-07 03:00,29.33,89.65,2.67,51.98,0.0,0.505,0.084,0.253,0.4,0.0,0.0
2019-01-07 04:00,29.5,90.53,2.24,54.32,0.0,0.676,0.084,0.38,0.4,0.0,0.0
2019-01-07 05:00,28.09,96.11,3.52,58.59,0.0,0.842,0.168,0.758,0.4,0.0,0.0
2019-01-07 06:00,27.16,94.13,1.8,49.96,538.72,1.174,0.335,1.006,0.4,0.0,0.0
2019-01-07 07:00,26.79,94.24,3.61,50.4,552.68,1.342,0.587,1.132,0.4,0.12,0.0
2019-01-07 08:00,29.69,96.62,2.3,53.03,498.24,1.199,0.77,1.284,0.4,0.204,0.0
2019-01-07 09:00,30.07,94.34,2.73,53.75,492.87,1.027,0.856,1.283,0.4,0.283,0.0
2019-01-07 10:00,26.9,91.93,2.26,49.41,517.74,0.835,0.835,1.253,0.4,0.379,0.0
2019-01-07 11:00,28.9,94.68,1.99,56.18,548.08,0.847,0.847,1.27,0.4,0.421,0.0
2019-01-07 12:00,27.29,94.21,3.28,58.66,521.95,0.839,0.839,1.258,0.4,0.406,0.0
2019-01-07 13:00,29.84,93.06,2.06,51.03,546.09,0.852,0.852,1.277,0.4,0.439,0.0
2019-01-07 14:00,28.68,95.01,1.82,50.8,529.35,1.015,0.845,1.268,0.4,0.382,0.0
2019-01-07 15:00,29.65,87.15,2.22,56.56,550.11,1.177,0.757,1.261,0.4,0.308,0.0
2019-01-07 16:00,26.81,87.14,3.22,55.44,461.22,1.324,0.662,1.241,0.4,0.185,0.0
2019-01-07 17:00,30.57,93.21,2.5,58.27,539.91,1.544,0.6,1.158,0.4,0.109,0.0
2019-01-07 18:00,27.44,91.3,3.33,50.73,473.58,1.668,0.417,1.001,0.4,0.0,0.0
2019-01-07 19:00,29.35,92.63,2.14,52.16,0.0,1.525,0.254,0.762,0.4,0.0,0.0
2019-01-07 20:00,26.86,94.67,3.44,51.82,0.0,1.343,0.168,0.504,0.4,0.0,0.0
2019-01-07 21:00,30.24,90.85,2.84,53.42,0.0,1.192,0.085,0.383,0.4,0.0,0.0
2019-01-07 22:00,29.38,96.5,2.73,57.53,0.0,1.024,0.085,0.256,0.4,0.0,0.0
2019-01-07 23:00,28.02,88.23,1.86,50.73,0.0,0.829,0.083,0.249,0.4,0.0,0.0
2019-01-08 00:00,34.15,84.6,1.33,42.88,0.0,0.698,0.087,0.262,0.4,0.0,0.0
2019-01-08 01:00,33.15,83.69,2.71,49.63,0.0,0.518,0.086,0.259,0.4,0.0,0.0
2019-01-08 02:00,33.79,84.22,2.49,49.64,0.0,0.521,0.087,0.261,0.4,0.0,0.0
2019-01-08 03:00,34.89,88.3,1.92,48.87,0.0,0.531,0.088,0.265,0.4,0.0,0.0
2019-01-08 04:00,33.57,88.02,2.43,43.14,0.0,0.699,0.087,0.393,0.4,0.0,0.0
2019-01-08 05:00,35.14,84.52,1.91,49.28,0.0,0.88,0.176,0.792,0.4,0.0,0.0
2019-01-08 06:00,32.03,87.7,1.35,44.82,832.32,1.205,0.344,1.033,0.4,0.0,0.0
2019-01-08 07:00,32.26,90.03,1.0,49.38,752.75,1.386,0.606,1.169,0.4,0.165,0.0
2019-01-08 08:00,32.34,88.55,2.23,44.96,800.5,1.21,0.778,1.297,0.4,0.351,0.0
2019-01-08 09:00,33.99,85.16,2.81,44.61,789.52,1.047,0.872,1.308,0.4,0.491,0.0
2019-01-08 10:00,35.12,89.82,2.26,50.42,827.69,0.889,0.889,1.333,0.4,0.6,0.0
2019-01-08 11:00,31.59,88.0,2.14,45.77,770.75,0.858,0.858,1.286,0.4,0.648,0.0
2019-01-08 12:00,34.83,87.14,2.96,48.44,787.37,0.882,0.882,1.323,0.4,0.67,0.0
2019-01-08 13:00,32.32,92.0,1.75,45.35,844.35,0.87,0.87,1.305,0.4,0.712,0.0
2019-01-08 14:00,33.01,86.23,2.72,49.45,786.09,1.039,0.866,1.299,0.4,0.575,0.0
2019-01-08 15:00,35.11,84.71,1.43,51.58,829.36,1.233,0.792,1.321,0.4,0.486,0.0
2019-01-08 16:00,32.15,86.54,1.1,46.47,791.98,1.375,0.688,1.29,0.4,0.343,0.0
2019-01-08 17:00,34.35,90.05,1.49,46.42,816.45,1.589,0.618,1.192,0.4,0.183,0.0
2019-01-08 18:00,33.07,92.6,2.14,48.0,801.28,1.753,0.438,1.052,0.4,0.0,0.0
2019-01-08 19:00,33.81,87.04,1.22,44.23,0.0,1.573,0.262,0.786,0.4,0.0,0.0
2019-01-08 20:00,34.29,84.92,2.26,48.26,0.0,1.399,0.175,0.525,0.4,0.0,0.0
2019-01-08 21:00,34.13,90.2,1.29,44.0,0.0,1.234,0.088,0.397,0.4,0.0,0.0
2019-01-08 22:00,31.58,88.76,1.35,45.46,0.0,1.03,0.086,0.258,0.4,0.0,0.0
2019-01-08 23:00,33.55,88.47,1.91,48.05,0.0,0.874,0.087,0.262,0.4,0.0,0.0
2019-01-09 00:00,37.03,78.49,1.85,74.33,0.0,0.709,0.089,0.266,0.4,0.0,0.0
2019-01-09 01:00,35.18,77.95,1.37,77.35,0.0,0.522,0.087,0.261,0.4,0.0,0.0
2019-01-09 02:00,37.22,70.42,2.15,76.95,0.0,0.525,0.087,0.262,0.4,0.0,0.0
2019-01-09 03:00,34.15,70.47,1.83,81.45,0.0,0.51,0.085,0.255,0.4,0.0,0.0
2019-01-09 04:00,36.57,71.49,1.33,75.27,0.0,0.697,0.087,0.392,0.4,0.0,0.0
2019-01-09 05:00,33.89,70.06,2.3,72.84,0.0,0.847,0.169,0.763,0.4,0.0,0.0
2019-01-09 06:00,36.5,75.69,2.97,72.93,483.17,1.228,0.351,1.053,0.4,0.0,0.0
2019-01-09 07:00,35.72,74.42,2.85,75.51,529.29,1.39,0.608,1.173,0.4,0.09,0.0
2019-01-09 08:00,34.95,78.34,3.22,72.77,548.76,1.217,0.782,1.303,0.4,0.185,0.0
2019-01-09 09:00,35.02,75.88,1.46,71.98,536.48,1.039,0.866,1.298,0.4,0.259,0.0
2019-01-09 10:00,33.85,75.63,2.79,78.22,540.99,0.856,0.856,1.284,0.4,0.298,0.0
2019-01-09 11:00,37.31,77.61,2.05,75.93,504.44,0.887,0.887,1.33,0.4,0.318,0.0
2019-01-09 12:00,37.17,71.92,3.06,75.53,499.86,0.876,0.876,1.315,0.4,0.328,0.0
2019-01-09 13:00,33.81,69.54,1.85,73.36,505.31,0.846,0.846,1.27,0.4,0.328,0.0
2019-01-09 14:00,34.26,69.45,1.7,72.82,533.32,1.02,0.85,1.275,0.4,0.312,0.0
2019-01-09 15:00,34.58,73.21,3.15,75.83,571.03,1.201,0.772,1.287,0.4,0.264,0.0
2019-01-09 16:00,35.37,74.73,2.26,72.73,480.41,1.386,0.693,1.3,0.4,0.162,0.0
2019-01-09 17:00,35.04,73.68,2.31,73.04,543.19,1.552,0.604,1.164,0.4,0.095,0.0
2019-01-09 18:00,35.74,77.31,2.86,76.78,484.3,1.747,0.437,1.048,0.4,0.0,0.0
2019-01-09 19:00,37.2,70.63,1.66,75.44,0.0,1.574,0.262,0.787,0.4,0.0,0.0
2019-01-09 20:00,35.99,70.98,1.59,75.98,0.0,1.385,0.173,0.519,0.4,0.0,0.0
2019-01-09 21:00,37.44,68.78,1.87,80.51,0.0,1.226,0.088,0.394,0.4,0.0,0.0
2019-01-09 22:00,37.24,70.47,1.54,76.93,0.0,1.05,0.087,0.262,0.4,0.0,0.0
2019-01-09 23:00,36.28,76.32,1.65,76.45,0.0,0.876,0.088,0.263,0.4,0.0,0.0
2019-01-10 00:00,31.46,70.73,1.41,63.23,0.0,0.663,0.083,0.249,0.4,0.0,0.0
2019-01-10 01:00,28.51,76.69,1.77,66.35,0.0,0.489,0.081,0.244,0.4,0.0,0.0
2019-01-10 02:00,27.79,79.63,2.12,69.44,0.0,0.489,0.082,0.245,0.4,0.0,0.0
2019-01-10 03:00,27.95,75.2,1.48,63.96,0.0,0.485,0.081,0.242,0.4,0.0,0.0
2019-01-10 04:00,28.63,74.9,0.98,61.98,0.0,0.65,0.081,0.366,0.4,0.0,0.0
2019-01-10 05:00,30.84,70.46,0.57,59.78,0.0,0.823,0.165,0.741,0.4,0.0,0.0
2019-01-10 06:00,30.91,77.12,1.5,66.5,680.31,1.168,0.334,1.002,0.4,0.0,0.0
2019-01-10 07:00,30.38,76.06,1.47,65.5,736.6,1.326,0.58,1.119,0.4,0.139,0.0
2019-01-10 08:00,30.34,71.64,1.78,60.92,734.92,1.15,0.739,1.232,0.4,0.28,0.0
2019-01-10 09:00,29.68,70.2,1.63,66.96,736.61,0.977,0.814,1.221,0.4,0.374,0.0
2019-01-10 10:00,29.71,77.98,1.68,67.21,730.09,0.826,0.826,1.24,0.4,0.453,0.0
2019-01-10 11:00,29.9,74.08,0.87,62.28,670.47,0.822,0.822,1.233,0.4,0.487,0.0
2019-01-10 12:00,31.46,75.32,2.28,60.86,675.29,0.836,0.836,1.254,0.4,0.514,0.0
2019-01-10 13:00,28.69,70.74,0.96,68.36,716.08,0.807,0.807,1.21,0.4,0.49,0.0
2019-01-10 14:00,29.34,78.93,1.0,60.92,653.81,0.99,0.825,1.238,0.4,0.431,0.0
2019-01-10 15:00,28.57,71.86,1.31,68.18,712.99,1.131,0.727,1.211,0.4,0.358,0.0
2019-01-10 16:00,28.4,73.86,1.36,62.72,678.53,1.295,0.648,1.214,0.4,0.254,0.0
2019-01-10 17:00,30.69,71.58,1.37,64.1,682.61,1.483,0.577,1.113,0.4,0.13,0.0
2019-01-10 18:00,28.82,70.79,1.26,66.23,723.38,1.616,0.404,0.969,0.4,0.0,0.0
2019-01-10 19:00,29.28,74.01,0.79,59.83,0.0,1.47,0.245,0.735,0.4,0.0,0.0
2019-01-10 20:00,29.6,77.99,1.18,63.13,0.0,1.321,0.165,0.495,0.4,0.0,0.0
2019-01-10 21:00,29.13,76.26,0.83,62.4,0.0,1.147,0.082,0.369,0.4,0.0,0.0
2019-01-10 22:00,31.46,78.54,1.43,66.06,0.0,1.01,0.084,0.252,0.4,0.0,0.0
2019-01-10 23:00,30.9,74.05,1.77,64.38,0.0,0.83,0.083,0.249,0.4,0.0,0.0
2019-01-11 00:00,32.97,71.81,0.93,54.02,0.0,0.674,0.084,0.253,0.4,0.0,0.0
2019-01-11 01:00,32.53,80.24,0.78,50.29,0.0,0.512,0.085,0.256,0.4,0.0,0.0
2019-01-11 02:00,31.94,73.13,1.35,55.1,0.0,0.502,0.084,0.251,0.4,0.0,0.0
2019-01-11 03:00,34.82,78.98,1.89,54.03,0.0,0.521,0.087,0.261,0.4,0.0,0.0
2019-01-11 04:00,32.58,75.57,0.82,52.01,0.0,0.676,0.085,0.381,0.4,0.0,0.0
2019-01-11 05:00,32.65,75.17,2.37,51.11,0.0,0.845,0.169,0.761,0.4,0.0,0.0
2019-01-11 06:00,33.76,80.51,2.38,51.96,747.92,1.208,0.345,1.035,0.4,0.0,0.0
2019-01-11 07:00,35.14,75.61,0.82,49.28,802.75,1.386,0.606,1.169,0.4,0.176,0.0
2019-01-11 08:00,31.69,78.78,2.03,53.02,781.38,1.181,0.759,1.265,0.4,0.32,0.0
2019-01-11 09:00,35.58,72.97,1.45,49.72,766.21,1.038,0.865,1.298,0.4,0.456,0.0
2019-01-11 10:00,32.3,74.54,1.61,55.83,807.58,0.842,0.842,1.263,0.4,0.558,0.0
