timestamp,temperature,humidity,wind_speed,cloud_cover,solar_irradiance,residential_load_MW,commercial_load_MW,industrial_load_MW,critical_load_MW,solar_MW,wind_MW
2019-01-01 23:00,32.57,84.36,4.85,43.86,0.0,0.846,0.085,0.266,0.403,0.0,0.006931
2019-01-02 00:00,29.44,82.74,2.78,80.16,0.0,0.657,0.084,0.252,0.401,0.0,0.0
2019-01-02 01:00,28.36,79.14,3.29,80.3,0.0,0.467,0.08,0.246,0.404,0.0,2.7e-05
2019-01-02 02:00,29.92,85.03,2.89,77.77,0.0,0.467,0.082,0.253,0.398,0.0,0.0
2019-01-02 03:00,32.1,77.05,3.85,73.81,0.0,0.527,0.086,0.258,0.402,0.0,0.000663
2019-01-02 04:00,29.73,84.59,3.56,78.53,0.0,0.714,0.084,0.388,0.403,0.0,0.000196
2019-01-02 05:00,32.29,82.17,2.84,79.92,0.0,0.871,0.172,0.793,0.4,0.0,0.0
2019-01-02 06:00,30.29,77.49,2.84,80.31,612.44,1.159,0.338,1.002,0.391,0.0,0.0
2019-01-02 07:00,31.67,84.71,5.08,80.21,588.49,1.435,0.604,1.175,0.402,0.095,0.009896
2019-01-02 08:00,28.48,83.85,4.92,71.03,623.84,1.069,0.741,1.273,0.394,0.215,0.007752
2019-01-02 09:00,29.37,78.03,3.8,77.07,601.04,1.027,0.819,1.247,0.402,0.274,0.000567
2019-01-02 10:00,31.08,86.6,4.04,76.71,622.91,0.878,0.847,1.242,0.404,0.349,0.00125
2019-01-02 11:00,28.84,77.25,5.62,71.43,634.92,0.786,0.808,1.222,0.399,0.421,0.019714
2019-01-02 12:00,28.76,84.48,4.53,80.73,549.13,0.785,0.833,1.228,0.401,0.34,0.00391
2019-01-02 13:00,31.09,83.34,5.61,72.94,552.98,0.851,0.859,1.281,0.411,0.36,0.019453
2019-01-02 14:00,31.18,79.74,5.11,71.38,597.83,1.094,0.851,1.278,0.4,0.355,0.010365
2019-01-02 15:00,30.29,84.63,5.53,77.14,609.56,1.171,0.784,1.254,0.394,0.278,0.017877
2019-01-02 16:00,31.6,86.39,4.21,73.95,582.3,1.409,0.687,1.317,0.402,0.194,0.001944
2019-01-02 17:00,31.9,84.29,4.99,74.67,621.19,1.591,0.598,1.149,0.403,0.106,0.00859
2019-01-02 18:00,30.55,83.33,5.22,79.37,607.24,1.664,0.421,0.977,0.402,0.0,0.01195
2019-01-02 19:00,31.55,86.34,4.57,72.29,0.0,1.513,0.262,0.782,0.399,0.0,0.004216
2019-01-02 20:00,31.32,78.03,3.03,80.2,0.0,1.383,0.166,0.516,0.403,0.0,0.0
2019-01-02 21:00,30.05,83.77,4.26,78.7,0.0,1.221,0.085,0.377,0.398,0.0,0.00221
2019-01-02 22:00,29.31,80.99,2.95,71.09,0.0,0.992,0.085,0.243,0.405,0.0,0.0
2019-01-02 23:00,29.14,85.53,4.1,72.06,0.0,0.868,0.082,0.245,0.397,0.0,0.001443
2019-01-03 00:00,33.16,89.63,3.19,74.59,0.0,0.65,0.087,0.257,0.401,0.0,7e-06
2019-01-03 01:00,30.58,89.3,3.58,81.92,0.0,0.528,0.086,0.265,0.4,0.0,0.000219
2019-01-03 02:00,30.86,87.77,4.27,78.48,0.0,0.504,0.085,0.251,0.4,0.0,0.002262
2019-01-03 03:00,31.46,87.81,4.72,81.45,0.0,0.519,0.087,0.256,0.401,0.0,0.005577
2019-01-03 04:00,33.14,86.03,3.1,74.3,0.0,0.686,0.087,0.39,0.404,0.0,1e-06
2019-01-03 05:00,30.65,90.24,4.74,75.38,0.0,0.904,0.173,0.784,0.399,0.0,0.005793
2019-01-03 06:00,32.52,86.15,4.61,76.15,679.43,1.169,0.348,0.983,0.407,0.0,0.004579
2019-01-03 07:00,34.11,84.89,4.65,77.35,689.37,1.404,0.62,1.177,0.405,0.115,0.00493
2019-01-03 08:00,32.65,88.68,5.75,73.28,714.28,1.265,0.779,1.289,0.402,0.24,0.022855
2019-01-03 09:00,32.59,85.51,5.05,77.0,677.82,0.998,0.858,1.302,0.402,0.309,0.009517
2019-01-03 10:00,31.54,88.92,4.83,78.02,657.11,0.864,0.854,1.282,0.4,0.363,0.00678
2019-01-03 11:00,31.26,83.89,6.08,73.32,681.61,0.827,0.852,1.28,0.401,0.443,0.032
2019-01-03 12:00,31.99,84.41,4.64,80.89,684.43,0.883,0.865,1.316,0.4,0.423,0.004856
2019-01-03 13:00,31.13,85.41,5.93,73.61,669.3,0.851,0.856,1.25,0.401,0.433,0.027557
2019-01-03 14:00,33.25,81.84,5.59,73.25,632.93,1.11,0.842,1.278,0.41,0.369,0.019145
2019-01-03 15:00,31.47,87.56,5.23,81.18,723.64,1.197,0.774,1.246,0.394,0.315,0.012122
2019-01-03 16:00,32.7,88.83,6.08,74.92,681.28,1.283,0.695,1.347,0.397,0.225,0.031966
2019-01-03 17:00,34.04,82.16,5.77,74.21,640.07,1.499,0.615,1.194,0.396,0.11,0.023285
2019-01-03 18:00,33.86,83.59,4.23,76.95,707.79,1.701,0.437,1.039,0.388,0.0,0.002022
2019-01-03 19:00,32.93,88.9,5.11,78.63,0.0,1.55,0.263,0.787,0.4,0.0,0.010291
2019-01-03 20:00,34.12,85.54,5.02,75.65,0.0,1.382,0.179,0.49,0.398,0.0,0.009063
2019-01-03 21:00,31.83,83.71,3.45,79.54,0.0,1.279,0.087,0.377,0.396,0.0,9.8e-05
2019-01-03 22:00,33.78,83.08,3.05,77.82,0.0,1.11,0.089,0.269,0.398,0.0,0.0
2019-01-03 23:00,33.17,84.14,4.14,79.21,0.0,0.911,0.085,0.249,0.402,0.0,0.001644
2019-01-04 00:00,26.67,94.92,3.42,53.94,0.0,0.65,0.086,0.259,0.401,0.0,8.2e-05
2019-01-04 01:00,29.67,99.12,3.88,49.47,0.0,0.514,0.085,0.249,0.401,0.0,0.000755
2019-01-04 02:00,27.47,96.32,3.27,51.58,0.0,0.476,0.082,0.247,0.4,0.0,2.3e-05
2019-01-04 03:00,28.88,92.7,3.25,51.1,0.0,0.521,0.086,0.245,0.396,0.0,1.7e-05
2019-01-04 04:00,28.19,91.82,4.96,52.82,0.0,0.687,0.087,0.387,0.397,0.0,0.008247
2019-01-04 05:00,28.64,92.65,3.38,48.57,0.0,0.809,0.168,0.758,0.394,0.0,6.2e-05
2019-01-04 06:00,28.55,98.99,3.93,54.81,608.53,1.21,0.332,1.065,0.399,0.0,0.000871
2019-01-04 07:00,26.62,91.81,4.76,52.53,526.62,1.355,0.584,1.124,0.394,0.112,0.005938
2019-01-04 08:00,27.54,90.59,5.12,50.89,532.23,1.254,0.742,1.276,0.398,0.222,0.010503
2019-01-04 09:00,26.14,91.09,5.43,47.74,601.16,1.02,0.817,1.276,0.403,0.194,0.015677
2019-01-04 10:00,28.45,92.32,6.38,52.22,587.56,0.851,0.835,1.263,0.402,0.419,0.042329
2019-01-04 11:00,26.58,91.87,6.48,52.5,558.12,0.845,0.857,1.295,0.4,0.443,0.046055
2019-01-04 12:00,28.53,98.45,5.46,53.6,561.64,0.839,0.843,1.274,0.397,0.095,0.016353
2019-01-04 13:00,26.9,92.16,6.17,51.1,522.06,0.872,0.861,1.267,0.405,0.42,0.03495
2019-01-04 14:00,28.29,99.38,5.9,49.86,521.86,0.966,0.835,1.278,0.396,0.38,0.026778
2019-01-04 15:00,27.9,95.56,6.44,50.27,592.38,1.096,0.754,1.259,0.402,0.351,0.044554
2019-01-04 16:00,29.47,94.66,6.1,47.87,580.92,1.427,0.682,1.295,0.406,0.248,0.032655
2019-01-04 17:00,29.85,90.45,6.09,51.68,582.34,1.55,0.615,1.17,0.401,0.125,0.032408
2019-01-04 18:00,27.94,97.0,4.9,45.4,573.46,1.678,0.419,0.999,0.406,0.0,0.007495
2019-01-04 19:00,27.22,90.68,4.81,49.29,0.0,1.417,0.257,0.751,0.401,0.0,0.006459
2019-01-04 20:00,29.38,94.34,4.39,51.46,0.0,1.314,0.171,0.505,0.403,0.0,0.002924
2019-01-04 21:00,26.11,90.89,4.88,53.58,0.0,1.201,0.083,0.377,0.395,0.0,0.007327
2019-01-04 22:00,28.11,93.5,3.5,53.59,0.0,1.02,0.081,0.259,0.408,0.0,0.000139
2019-01-04 23:00,29.33,92.6,4.33,46.63,0.0,0.844,0.085,0.246,0.398,0.0,0.002584
2019-01-05 00:00,30.55,77.3,3.22,40.2,0.0,0.648,0.081,0.25,0.401,0.0,1.1e-05
2019-01-05 01:00,29.18,76.36,3.95,39.15,0.0,0.473,0.083,0.241,0.399,0.0,0.000932
2019-01-05 02:00,32.23,80.41,3.22,40.3,0.0,0.504,0.086,0.257,0.394,0.0,1.2e-05
2019-01-05 03:00,29.76,76.69,2.51,43.7,0.0,0.534,0.086,0.244,0.404,0.0,0.0
2019-01-05 04:00,30.82,79.11,2.79,42.19,0.0,0.715,0.086,0.379,0.399,0.0,0.0
2019-01-05 05:00,32.03,77.5,2.41,40.96,0.0,0.799,0.174,0.764,0.402,0.0,0.0
2019-01-05 06:00,31.67,82.85,2.61,42.78,495.28,1.253,0.34,1.046,0.401,0.0,0.0
2019-01-05 07:00,28.5,84.7,2.74,44.45,557.67,1.303,0.577,1.115,0.402,0.127,0.0
2019-01-05 08:00,28.48,79.65,3.6,42.22,549.36,1.181,0.738,1.21,0.4,0.246,0.000236
2019-01-05 09:00,31.11,75.87,3.65,41.49,543.99,0.975,0.806,1.236,0.391,0.347,0.000296
2019-01-05 10:00,28.81,76.71,3.49,38.25,548.61,0.798,0.836,1.259,0.396,0.439,0.000126
2019-01-05 11:00,31.59,75.87,4.76,42.95,574.12,0.85,0.822,1.219,0.404,0.494,0.006015
2019-01-05 12:00,30.28,80.16,5.49,46.19,576.16,0.884,0.816,1.261,0.4,0.5,0.017039
2019-01-05 13:00,29.29,83.65,5.5,41.41,582.3,0.816,0.859,1.239,0.403,0.507,0.017191
2019-01-05 14:00,32.18,79.28,3.97,42.07,551.16,1.022,0.87,1.311,0.398,0.428,0.000995
2019-01-05 15:00,29.35,83.09,5.1,41.8,514.63,1.075,0.763,1.219,0.4,0.327,0.010096
2019-01-05 16:00,29.36,84.61,4.08,40.82,546.37,1.335,0.668,1.292,0.394,0.248,0.001373
2019-01-05 17:00,32.05,79.2,3.5,42.04,506.93,1.494,0.584,1.116,0.404,0.118,0.000138
2019-01-05 18:00,28.75,75.68,3.97,38.91,499.43,1.623,0.397,0.996,0.402,0.0,0.001001
2019-01-05 19:00,29.92,76.23,3.27,37.68,0.0,1.516,0.257,0.749,0.397,0.0,2.2e-05
2019-01-05 20:00,30.16,79.52,4.18,43.78,0.0,1.333,0.165,0.509,0.403,0.0,0.001788
2019-01-05 21:00,28.36,77.87,3.02,46.42,0.0,1.144,0.086,0.369,0.395,0.0,0.0
2019-01-05 22:00,29.34,82.98,2.72,42.94,0.0,0.995,0.084,0.244,0.394,0.0,0.0
2019-01-05 23:00,32.08,75.93,2.77,39.54,0.0,0.844,0.082,0.264,0.402,0.0,0.0
2019-01-06 00:00,28.93,86.33,3.6,61.26,0.0,0.653,0.081,0.248,0.402,0.0,0.000243
2019-01-06 01:00,29.96,89.05,4.1,58.49,0.0,0.491,0.084,0.247,0.399,0.0,0.001441
2019-01-06 02:00,29.2,89.12,4.23,56.34,0.0,0.518,0.083,0.26,0.403,0.0,0.002036
2019-01-06 03:00,26.75,89.01,4.42,56.0,0.0,0.501,0.084,0.251,0.397,0.0,0.003149
2019-01-06 04:00,26.46,85.49,2.89,56.74,0.0,0.675,0.083,0.369,0.399,0.0,0.0
2019-01-06 05:00,26.55,80.13,2.68,56.4,0.0,0.783,0.161,0.732,0.4,0.0,0.0
2019-01-06 06:00,28.82,83.92,4.07,55.04,703.3,1.121,0.324,1.01,0.403,0.0,0.001356
2019-01-06 07:00,29.85,88.77,4.7,60.07,703.06,1.385,0.592,1.183,0.4,0.14,0.005395
2019-01-06 08:00,27.26,83.01,4.49,54.26,667.8,1.147,0.742,1.272,0.393,0.27,0.003624
2019-01-06 09:00,28.06,83.16,3.65,61.7,680.21,1.02,0.79,1.212,0.398,0.364,0.000306
2019-01-06 10:00,27.81,87.6,4.55,56.51,670.68,0.834,0.851,1.243,0.401,0.461,0.004073
2019-01-06 11:00,29.32,83.01,3.75,61.54,758.59,0.89,0.838,1.25,0.406,0.555,0.000457
2019-01-06 12:00,29.04,80.7,4.94,55.41,665.17,0.807,0.813,1.245,0.396,0.533,0.008034
2019-01-06 13:00,29.97,83.04,5.46,53.74,747.59,0.876,0.847,1.275,0.395,0.587,0.016271
2019-01-06 14:00,28.75,82.32,3.88,59.59,664.53,1.006,0.826,1.256,0.408,0.444,0.000752
2019-01-06 15:00,28.68,86.15,3.65,55.61,719.97,1.146,0.758,1.27,0.395,0.407,0.000297
2019-01-06 16:00,29.21,84.49,4.37,62.7,722.15,1.356,0.694,1.256,0.397,0.27,0.002826
2019-01-06 17:00,26.64,86.32,5.16,58.17,684.14,1.493,0.569,1.094,0.402,0.138,0.01108
2019-01-06 18:00,29.11,84.79,3.11,59.02,711.68,1.718,0.425,1.01,0.403,0.0,1e-06
2019-01-06 19:00,27.58,83.52,4.74,62.57,0.0,1.514,0.244,0.742,0.391,0.0,0.005746
2019-01-06 20:00,28.0,80.7,2.72,54.31,0.0,1.266,0.161,0.502,0.396,0.0,0.0
2019-01-06 21:00,28.43,84.53,3.84,60.88,0.0,1.14,0.083,0.378,0.397,0.0,0.000651
2019-01-06 22:00,28.06,83.22,2.36,53.8,0.0,1.052,0.085,0.24,0.4,0.0,0.0
2019-01-06 23:00,26.79,79.98,3.63,60.46,0.0,0.833,0.081,0.246,0.4,0.0,0.000276
2019-01-07 00:00,30.19,95.42,4.1,54.45,0.0,0.711,0.085,0.257,0.401,0.0,0.001466
2019-01-07 01:00,30.06,94.84,4.87,53.1,0.0,0.479,0.084,0.26,0.401,0.0,0.007127
2019-01-07 02:00,28.09,90.08,4.42,58.44,0.0,0.492,0.085,0.249,0.399,0.0,0.003175
2019-01-07 03:00,28.85,88.8,5.29,57.84,0.0,0.507,0.084,0.256,0.396,0.0,0.01322
2019-01-07 04:00,27.52,88.56,5.41,48.77,0.0,0.691,0.084,0.382,0.397,0.0,0.015312
2019-01-07 05:00,29.46,92.5,5.52,50.23,0.0,0.848,0.174,0.747,0.405,0.0,0.017638
2019-01-07 06:00,30.1,89.01,4.42,56.13,530.02,1.155,0.334,0.98,0.401,0.0,0.003133
2019-01-07 07:00,30.06,95.97,3.93,54.51,500.06,1.297,0.598,1.138,0.393,0.105,0.000873
2019-01-07 08:00,28.54,94.4,4.66,57.45,538.88,1.206,0.766,1.28,0.396,0.212,0.00498
2019-01-07 09:00,27.85,92.69,5.01,56.39,543.39,1.025,0.824,1.265,0.4,0.305,0.008944
2019-01-07 10:00,27.71,88.02,4.99,52.21,551.13,0.852,0.831,1.202,0.395,0.393,0.008646
2019-01-07 11:00,29.1,91.22,5.72,49.99,546.09,0.88,0.826,1.285,0.402,0.443,0.02209
2019-01-07 12:00,28.9,95.54,5.96,54.99,492.11,0.827,0.855,1.25,0.401,0.396,0.028576
2019-01-07 13:00,27.2,87.26,6.09,52.76,503.25,0.875,0.857,1.258,0.397,0.399,0.032392
2019-01-07 14:00,27.57,96.33,5.23,52.31,534.7,1.102,0.818,1.319,0.4,0.381,0.01218
2019-01-07 15:00,27.66,92.36,5.86,57.86,489.14,1.153,0.733,1.242,0.401,0.271,0.025712
2019-01-07 16:00,28.06,92.36,5.05,53.71,551.58,1.27,0.685,1.276,0.403,0.224,0.009417
2019-01-07 17:00,29.72,87.05,4.83,56.62,475.63,1.588,0.58,1.129,0.399,0.098,0.006769
2019-01-07 18:00,29.79,89.69,5.71,58.45,496.91,1.734,0.402,1.044,0.405,0.0,0.021723
2019-01-07 19:00,26.69,94.09,5.34,54.35,0.0,1.456,0.249,0.743,0.405,0.0,0.013983
2019-01-07 20:00,28.87,88.53,4.69,52.19,0.0,1.284,0.17,0.517,0.396,0.0,0.005258
2019-01-07 21:00,27.02,88.7,3.76,49.5,0.0,1.173,0.08,0.376,0.4,0.0,0.000482
2019-01-07 22:00,27.67,92.93,4.13,55.41,0.0,1.021,0.085,0.242,0.403,0.0,0.001582
2019-01-07 23:00,28.08,90.81,5.08,52.19,0.0,0.828,0.083,0.251,0.396,0.0,0.009861
2019-01-08 00:00,33.0,85.17,3.68,49.57,0.0,0.691,0.089,0.269,0.4,0.0,0.000344
2019-01-08 01:00,33.89,91.04,4.13,51.56,0.0,0.551,0.088,0.269,0.399,0.0,0.001588
2019-01-08 02:00,31.49,85.94,4.91,46.69,0.0,0.533,0.084,0.256,0.386,0.0,0.007698
2019-01-08 03:00,32.02,86.9,3.34,46.15,0.0,0.535,0.087,0.266,0.4,0.0,4.5e-05
2019-01-08 04:00,34.2,84.21,2.91,49.78,0.0,0.717,0.088,0.388,0.404,0.0,0.0
2019-01-08 05:00,34.49,89.33,4.33,49.72,0.0,0.973,0.177,0.811,0.405,0.0,0.002608
2019-01-08 06:00,31.78,90.86,3.12,43.56,820.28,1.104,0.336,1.048,0.399,0.0,2e-06
2019-01-08 07:00,35.16,83.74,4.5,48.74,803.8,1.297,0.598,1.161,0.392,0.177,0.003691
2019-01-08 08:00,34.01,92.07,4.68,51.32,748.16,1.214,0.789,1.345,0.398,0.311,0.005232
2019-01-08 09:00,32.9,85.57,4.07,44.21,748.05,1.092,0.872,1.292,0.399,0.466,0.001342
2019-01-08 10:00,32.24,92.37,4.38,49.06,753.84,0.858,0.888,1.698,0.397,0.553,0.002874
2019-01-08 11:00,34.15,89.17,4.69,45.56,800.16,0.876,0.871,1.344,0.404,0.674,0.005322
2019-01-08 12:00,31.81,83.53,4.77,43.74,767.12,0.859,0.849,1.26,0.398,0.679,0.006059
2019-01-08 13:00,32.49,87.3,5.03,49.07,778.58,0.872,0.882,1.309,0.396,0.637,0.00924
2019-01-08 14:00,32.91,91.36,4.35,48.42,768.72,1.081,0.901,1.328,0.394,0.567,0.002687
2019-01-08 15:00,34.92,89.05,5.07,45.71,760.76,1.288,0.774,1.319,0.394,0.468,0.009705
2019-01-08 16:00,34.17,90.84,5.08,44.72,845.78,1.443,0.71,1.317,0.401,0.371,0.009913
2019-01-08 17:00,33.13,87.52,5.09,45.1,776.34,1.655,0.6,1.182,0.401,0.176,0.009959
2019-01-08 18:00,34.52,85.57,3.88,43.74,768.17,1.868,0.433,1.049,0.398,0.0,0.000758
2019-01-08 19:00,32.87,89.53,5.1,49.08,0.0,1.559,0.262,0.809,0.4,0.0,0.010127
2019-01-08 20:00,33.02,90.22,3.36,48.44,0.0,1.374,0.173,0.515,0.394,0.0,5.1e-05
2019-01-08 21:00,35.37,85.39,4.0,51.96,0.0,1.225,0.083,0.402,0.404,0.0,0.001098
2019-01-08 22:00,31.83,92.4,4.3,52.45,0.0,0.999,0.086,0.254,0.401,0.0,0.002427
2019-01-08 23:00,32.84,87.38,2.87,52.14,0.0,0.85,0.089,0.271,0.4,0.0,0.0
2019-01-09 00:00,33.83,76.85,4.93,72.11,0.0,0.658,0.084,0.256,0.396,0.0,0.007857
2019-01-09 01:00,36.98,70.42,4.9,74.14,0.0,0.51,0.088,0.258,0.404,0.0,0.007573
2019-01-09 02:00,36.29,69.33,4.72,77.28,0.0,0.503,0.09,0.261,0.4,0.0,0.005606
2019-01-09 03:00,35.57,70.59,4.68,77.9,0.0,0.553,0.088,0.258,0.4,0.0,0.005177
2019-01-09 04:00,34.45,74.92,5.2,72.27,0.0,0.725,0.087,0.382,0.392,0.0,0.011637
2019-01-09 05:00,34.22,70.22,4.99,81.85,0.0,0.865,0.167,0.786,0.409,0.0,0.008711
2019-01-09 06:00,35.15,77.92,3.05,72.46,496.22,1.149,0.352,1.029,0.402,0.0,0.0
2019-01-09 07:00,35.7,75.83,4.91,79.4,480.38,1.372,0.616,1.207,0.405,0.078,0.007647
2019-01-09 08:00,37.14,69.22,4.79,72.48,537.27,1.226,0.807,1.332,0.399,0.182,0.00631
2019-01-09 09:00,37.16,73.08,4.98,77.13,525.33,1.057,0.874,1.27,0.398,0.239,0.008493
2019-01-09 10:00,35.23,76.56,4.19,74.36,557.62,0.815,0.858,1.29,0.4,0.321,0.001866
2019-01-09 11:00,37.1,72.26,6.18,78.34,535.56,0.846,0.872,1.289,0.401,0.329,0.035235
2019-01-09 12:00,36.03,70.15,6.01,77.89,540.06,0.884,0.882,1.331,0.401,0.345,0.030018
2019-01-09 13:00,34.52,76.17,5.74,76.0,531.49,0.819,0.87,1.261,0.404,0.335,0.022529
2019-01-09 14:00,34.03,73.6,5.43,76.34,504.23,1.051,0.852,1.278,0.402,0.284,0.015673
2019-01-09 15:00,36.82,76.77,5.9,74.66,521.67,1.27,0.804,1.716,0.395,0.244,0.026867
2019-01-09 16:00,34.08,73.74,5.07,80.07,493.58,1.398,0.698,1.268,0.4,0.154,0.009771
2019-01-09 17:00,34.84,76.14,4.52,72.2,504.72,1.579,0.606,1.13,0.394,0.089,0.003826
2019-01-09 18:00,36.52,77.76,5.41,80.52,569.11,1.809,0.438,1.07,0.396,0.0,0.015347
2019-01-09 19:00,34.0,71.2,4.07,77.06,0.0,1.393,0.253,0.749,0.405,0.0,0.001363
2019-01-09 20:00,37.19,73.26,3.81,73.75,0.0,1.435,0.179,0.536,0.403,0.0,0.00058
2019-01-09 21:00,37.03,70.12,3.68,73.13,0.0,1.186,0.086,0.384,0.4,0.0,0.000346
2019-01-09 22:00,34.22,75.12,5.08,77.61,0.0,1.041,0.086,0.265,0.4,0.0,0.009816
2019-01-09 23:00,37.04,71.69,3.26,73.92,0.0,0.88,0.089,0.271,0.404,0.0,1e-05
2019-01-10 00:00,29.15,70.75,3.93,66.89,0.0,0.605,0.081,0.234,0.405,0.0,0.000874
2019-01-10 01:00,29.93,69.75,3.3,68.82,0.0,0.502,0.08,0.239,0.4,0.0,2.9e-05
2019-01-10 02:00,29.9,72.01,2.76,66.85,0.0,0.493,0.082,0.239,0.399,0.0,0.0
2019-01-10 03:00,28.75,74.8,2.67,63.13,0.0,0.491,0.081,0.245,0.399,0.0,0.0
2019-01-10 04:00,31.69,75.24,3.03,66.99,0.0,0.676,0.086,0.39,0.391,0.0,0.0
2019-01-10 05:00,30.62,70.44,3.84,63.04,0.0,0.837,0.162,0.735,0.395,0.0,0.000662
2019-01-10 06:00,31.48,73.89,2.12,62.44,726.97,1.183,0.333,0.984,0.397,0.0,0.0
2019-01-10 07:00,28.76,71.8,2.64,64.7,714.63,1.282,0.568,1.11,0.405,0.136,0.0
2019-01-10 08:00,31.56,71.59,4.46,63.25,689.41,1.172,0.773,1.306,0.396,0.257,0.003383
2019-01-10 09:00,29.56,69.68,3.17,67.41,670.94,1.036,0.807,1.163,0.388,0.339,5e-06
2019-01-10 10:00,29.48,72.83,4.65,60.48,647.74,0.807,0.814,1.209,0.4,0.429,0.004949
2019-01-10 11:00,31.27,79.39,4.05,66.97,716.31,0.854,0.818,1.273,0.403,0.497,0.001265
2019-01-10 12:00,28.32,72.63,5.45,63.3,644.24,0.766,0.808,1.266,0.397,0.479,0.01615
2019-01-10 13:00,29.66,71.32,4.77,63.7,665.02,0.796,0.839,1.233,0.397,0.476,0.006133
2019-01-10 14:00,30.81,77.54,5.3,62.86,671.65,0.969,0.832,1.259,0.4,0.435,0.013371
2019-01-10 15:00,30.65,70.4,3.63,63.87,695.2,1.26,0.721,1.229,0.402,0.364,0.000272
2019-01-10 16:00,30.98,70.45,5.18,65.59,687.35,1.304,0.659,1.232,0.397,0.25,0.011318
2019-01-10 17:00,28.17,78.12,4.58,65.96,643.0,1.507,0.561,1.101,0.398,0.121,0.004341
2019-01-10 18:00,29.99,74.73,4.88,66.58,688.78,1.569,0.408,0.997,0.4,0.0,0.007245
2019-01-10 19:00,29.48,74.16,3.99,65.53,0.0,1.434,0.254,0.733,0.399,0.0,0.00108
2019-01-10 20:00,30.95,76.0,3.13,67.51,0.0,1.366,0.172,0.5,0.395,0.0,3e-06
2019-01-10 21:00,28.2,72.68,2.78,60.33,0.0,1.153,0.083,0.362,0.395,0.0,0.0
2019-01-10 22:00,30.67,77.63,3.21,61.98,0.0,0.929,0.086,0.245,0.401,0.0,1e-05
2019-01-10 23:00,29.77,75.33,3.18,64.17,0.0,0.775,0.081,0.251,0.397,0.0,6e-06
2019-01-11 00:00,34.43,77.58,3.69,53.14,0.0,0.694,0.087,0.261,0.398,0.0,0.00036
2019-01-11 01:00,32.05,72.23,2.59,53.58,0.0,0.507,0.086,0.255,0.399,0.0,0.0
2019-01-11 02:00,31.68,74.98,4.08,55.67,0.0,0.531,0.082,0.249,0.398,0.0,0.001378
2019-01-11 03:00,33.61,74.63,2.94,52.38,0.0,0.513,0.083,0.251,0.405,0.0,0.0
2019-01-11 04:00,34.4,80.13,3.66,48.1,0.0,0.688,0.088,0.398,0.399,0.0,0.000322
2019-01-11 05:00,34.72,76.29,3.15,54.45,0.0,0.897,0.17,0.803,0.394,0.0,4e-06
2019-01-11 06:00,33.42,78.44,3.32,49.41,716.12,1.185,0.351,1.018,0.399,0.0,3.6e-05
