timestamp,hour,month,day_of_week,residential_load_MW,commercial_load_MW,industrial_load_MW,critical_load_MW,total_load_MW,solar_MW,wind_MW,thermal_MW,grid_import_MW,grid_export_MW,avg_voltage_pu,min_voltage_pu,max_voltage_pu,frequency_Hz,feeder_losses_kW,power_factor,grid_mode,outage_flag,undervoltage_flag,overload_flag,anomaly_label
2025-01-04 20:00:00,20,1,5,13.86,1.497,4.949,3.22,24.083,0.0,5.808,12.0,0.0,14.39,1.0195,1.0001,1.0562,50.021,185.523,0.9549,grid_connected,0,0,0,normal
2025-01-04 21:00:00,21,1,5,13.231,1.034,4.923,3.22,21.976,0.0,5.067,12.0,0.0,14.129,1.02,1.0001,1.0518,50.013,137.728,0.963,grid_connected,0,0,0,normal
2025-01-04 22:00:00,22,1,5,11.712,0.81,4.91,3.22,20.426,0.0,2.293,12.0,0.0,13.847,1.0164,1.0001,1.0398,50.027,17.298,0.6972,grid_connected,0,0,0,normal
2025-01-04 23:00:00,23,1,5,10.077,0.715,4.904,3.22,18.716,0.0,3.454,12.0,0.0,13.718,1.0186,1.0001,1.0386,50.011,55.652,0.9698,grid_connected,0,0,0,normal
2025-01-05 00:00:00,0,1,6,7.875,0.665,4.91,3.22,16.279,0.0,3.971,12.0,0.0,13.508,1.0202,1.0001,1.0443,50.039,88.38,0.989,grid_connected,0,0,0,normal
2025-01-05 01:00:00,1,1,6,7.875,0.665,4.923,3.22,16.923,0.0,2.998,12.0,0.0,13.524,1.0191,1.0001,1.0374,50.025,40.82,0.9805,grid_connected,0,0,0,normal
2025-01-05 02:00:00,2,1,6,7.881,0.666,4.949,3.22,16.888,0.0,4.403,12.0,0.0,13.594,1.0209,1.0001,1.0485,50.03,112.221,0.9868,grid_connected,0,0,0,normal
2025-01-05 03:00:00,3,1,6,7.933,0.669,4.997,3.22,16.329,0.0,4.806,11.524,0.0,13.104,1.0212,1.0001,1.0553,50.019,141.89,0.988,grid_connected,0,0,0,normal
2025-01-05 04:00:00,4,1,6,8.207,0.68,5.077,3.22,17.376,0.0,2.741,12.0,0.0,13.559,1.0191,1.0001,1.0425,50.029,31.08,0.9692,grid_connected,0,0,0,normal
2025-01-05 05:00:00,5,1,6,9.034,0.715,5.199,3.22,18.692,0.0,1.247,12.0,0.0,12.83,1.0191,1.0001,1.0418,50.017,7.154,0.7755,grid_connected,0,0,0,normal
2025-01-05 06:00:00,6,1,6,10.328,0.81,5.364,3.22,20.255,0.0,4.273,12.0,0.0,13.91,1.0196,1.0001,1.0455,50.012,92.968,0.9679,grid_connected,0,0,0,normal
2025-01-05 07:00:00,7,1,6,11.025,1.034,5.564,3.22,20.794,3.437,4.443,12.0,0.0,14.245,1.0246,1.0001,1.0748,50.025,350.353,0.9677,grid_connected,0,0,0,normal
2025-01-05 08:00:00,8,1,6,10.328,1.497,5.779,3.22,21.093,5.917,2.276,12.0,0.0,14.316,1.0228,1.0001,1.0836,50.004,393.712,0.9602,grid_connected,0,0,0,normal
2025-01-05 09:00:00,9,1,6,9.034,2.32,5.974,3.22,20.063,8.937,3.821,7.305,0.0,10.099,1.0262,0.9739,1.1444,50.032,1143.378,0.9255,grid_connected,0,0,0,normal
2025-01-05 10:00:00,10,1,6,8.207,3.57,6.111,3.22,21.502,11.299,4.434,5.769,0.0,9.021,1.0308,0.8845,1.2136,50.015,1985.147,0.8758,grid_connected,0,1,0,voltage_sag
2025-01-05 11:00:00,11,1,6,7.933,5.165,6.16,3.22,22.09,12.923,6.814,2.354,0.0,6.783,1.0321,0.8497,1.2138,50.026,3112.947,0.8267,grid_connected,0,1,0,voltage_sag
2025-01-05 12:00:00,12,1,6,7.886,6.815,6.111,3.22,24.02,14.573,5.611,3.836,0.0,8.684,1.0301,0.849,1.2069,50.031,3236.891,0.8119,grid_connected,0,1,0,voltage_sag
2025-01-05 13:00:00,13,1,6,7.901,8.083,5.974,3.22,24.855,13.681,2.906,8.268,0.0,12.075,1.0311,0.8723,1.2126,50.015,2211.475,0.8515,grid_connected,0,1,0,voltage_sag
2025-01-05 14:00:00,14,1,6,7.985,8.562,5.779,3.22,26.105,12.135,3.239,10.732,0.0,14.263,1.0288,0.8921,1.2077,50.008,1865.927,0.8665,grid_connected,0,1,0,voltage_sag
2025-01-05 15:00:00,15,1,6,8.247,8.083,5.564,3.22,24.817,9.209,3.376,12.0,0.0,15.062,1.0327,0.9792,1.1541,50.02,1058.95,0.9189,grid_connected,0,0,0,normal
2025-01-05 16:00:00,16,1,6,8.887,6.815,5.364,3.22,24.877,5.87,5.656,12.0,0.0,15.094,1.0255,0.9891,1.112,50.015,808.177,0.9362,grid_connected,0,0,0,normal
2025-01-05 17:00:00,17,1,6,10.077,5.165,5.199,3.22,23.32,1.887,3.381,12.0,0.0,14.245,1.019,1.0001,1.0465,50.008,121.336,0.956,grid_connected,0,0,0,normal
2025-01-05 18:00:00,18,1,6,11.712,3.57,5.077,3.22,24.195,0.0,3.259,12.0,0.0,14.247,1.0193,1.0001,1.0427,50.025,39.646,0.8127,grid_connected,0,0,0,normal
2025-01-05 19:00:00,19,1,6,13.231,2.32,4.997,3.22,23.835,0.0,3.254,12.0,0.0,14.211,1.0198,1.0001,1.0428,50.016,39.747,0.8288,grid_connected,0,0,0,normal
2025-01-05 20:00:00,20,1,6,13.86,1.497,4.949,3.22,23.262,0.0,4.896,12.0,0.0,14.238,1.0194,1.0001,1.0485,50.03,121.564,0.9516,grid_connected,0,0,0,normal
2025-01-05 21:00:00,21,1,6,13.231,1.034,4.923,3.22,22.225,0.0,2.124,12.0,0.0,14.023,1.0185,1.0001,1.0449,50.036,14.689,0.1773,grid_connected,0,0,0,normal
2025-01-05 22:00:00,22,1,6,11.712,0.81,4.91,3.22,20.358,0.0,4.979,12.0,0.0,13.968,1.0219,1.0001,1.0543,50.04,137.173,0.9723,grid_connected,0,0,0,normal
2025-01-05 23:00:00,23,1,6,10.077,0.715,4.904,3.22,18.402,0.0,4.568,12.0,0.0,13.752,1.0211,1.0001,1.0532,50.022,116.998,0.9807,grid_connected,0,0,0,normal
2025-01-06 00:00:00,0,1,0,7.875,0.7,4.91,3.22,17.047,0.0,3.819,12.0,0.0,13.574,1.0202,1.0001,1.0467,50.028,77.505,0.9854,grid_connected,0,0,0,normal
2025-01-06 01:00:00,1,1,0,7.875,0.7,4.923,3.22,16.682,0.0,1.344,12.0,0.0,13.226,1.0171,1.0001,1.0364,50.028,6.078,0.4818,grid_connected,0,0,0,normal
2025-01-06 02:00:00,2,1,0,7.881,0.701,4.949,3.22,16.821,0.0,2.713,12.0,0.0,13.503,1.0197,1.0001,1.0426,50.022,31.01,0.9767,grid_connected,0,0,0,normal
2025-01-06 03:00:00,3,1,0,7.933,0.704,4.997,3.22,16.451,0.0,4.47,11.981,0.0,13.538,1.0217,1.0001,1.0504,50.02,118.063,0.9884,grid_connected,0,0,0,normal
2025-01-06 04:00:00,4,1,0,8.207,0.716,5.077,3.22,17.555,0.0,3.651,12.0,0.0,13.615,1.0209,1.0001,1.0436,50.004,67.378,0.982,grid_connected,0,0,0,normal
2025-01-06 05:00:00,5,1,0,9.034,0.753,5.199,3.22,18.345,0.0,2.212,12.0,0.0,13.64,1.019,1.0001,1.04,50.011,16.504,0.8674,grid_connected,0,0,0,normal
2025-01-06 06:00:00,6,1,0,10.328,0.852,5.364,3.22,19.664,0.0,4.604,12.0,0.0,13.874,1.0216,1.0001,1.0512,50.023,114.644,0.9745,grid_connected,0,0,0,normal
2025-01-06 07:00:00,7,1,0,11.025,1.089,5.564,3.22,21.168,3.47,2.837,12.0,0.0,14.115,1.0205,1.0001,1.0584,50.02,202.077,0.9687,grid_connected,0,0,0,normal
2025-01-06 08:00:00,8,1,0,10.328,1.576,5.779,3.22,20.853,6.884,4.312,9.657,0.0,12.38,1.0248,0.9924,1.1107,50.027,800.127,0.9437,grid_connected,0,0,0,normal
2025-01-06 09:00:00,9,1,0,9.034,2.442,5.974,3.22,20.903,10.037,0.519,10.347,0.0,12.978,1.0249,0.9938,1.1169,50.016,785.459,0.9347,grid_connected,0,0,0,wind_lull
2025-01-06 10:00:00,10,1,0,8.207,3.758,6.111,3.22,20.78,10.712,4.365,5.702,0.0,8.723,1.0302,0.8944,1.2088,50.03,1826.344,0.8853,grid_connected,0,1,0,voltage_sag
2025-01-06 11:00:00,11,1,0,7.933,5.436,6.16,3.22,22.914,12.58,3.487,6.848,0.0,10.328,1.0314,0.8783,1.214,50.017,2079.241,0.8648,grid_connected,0,1,0,voltage_sag
