timestamp,voltage,current,power_factor,active_power_kw,reactive_power_kvar,kwh_15min
2025-01-01T09:45:00Z,221.61,22.0,0.961,5.0,1.44,1.25
2025-01-01T10:00:00Z,231.46,6.44,0.9716,1.45,0.35,0.36
2025-01-01T10:15:00Z,227.79,4.92,0.9819,1.1,0.21,0.28
2025-01-01T10:30:00Z,226.28,14.07,0.9784,3.12,0.66,0.78
2025-01-01T10:45:00Z,230.03,2.46,0.989,0.56,0.08,0.14
2025-01-01T11:00:00Z,233.46,1.44,0.9759,0.33,0.07,0.08
2025-01-01T11:15:00Z,232.49,2.3,0.9755,0.52,0.12,0.13
2025-01-01T11:30:00Z,225.51,2.92,0.9817,0.65,0.13,0.16
2025-01-01T11:45:00Z,234.48,2.54,0.9847,0.59,0.1,0.15
2025-01-01T12:00:00Z,228.31,2.66,0.9737,0.59,0.14,0.15
2025-01-01T12:15:00Z,229.15,2.15,0.9761,0.48,0.11,0.12
2025-01-01T12:30:00Z,227.22,1.94,0.9916,0.44,0.06,0.11
2025-01-01T12:45:00Z,234.23,2.69,0.977,0.62,0.13,0.15
2025-01-01T13:00:00Z,226.84,12.92,0.959,2.81,0.83,0.7
2025-01-01T13:15:00Z,227.65,2.49,0.9821,0.56,0.11,0.14
2025-01-01T13:30:00Z,228.23,5.69,0.9745,1.27,0.29,0.32
2025-01-01T13:45:00Z,232.33,2.19,0.9977,0.51,0.03,0.13
2025-01-01T14:00:00Z,226.6,3.29,0.9832,0.73,0.14,0.18
2025-01-01T14:15:00Z,225.42,3.79,0.9898,0.84,0.12,0.21
2025-01-01T14:30:00Z,227.55,2.08,0.9738,0.46,0.11,0.12
2025-01-01T14:45:00Z,226.5,2.65,0.9883,0.59,0.09,0.15
2025-01-01T15:00:00Z,234.31,3.69,0.9701,0.84,0.21,0.21
2025-01-01T15:15:00Z,230.08,2.81,0.9798,0.63,0.13,0.16
2025-01-01T15:30:00Z,227.5,4.11,0.9541,0.89,0.28,0.22
2025-01-01T15:45:00Z,232.02,2.53,0.985,0.58,0.1,0.14
2025-01-01T16:00:00Z,227.4,4.56,0.9699,1.01,0.25,0.25
2025-01-01T16:15:00Z,229.69,3.03,0.9878,0.69,0.11,0.17
2025-01-01T16:30:00Z,231.01,5.1,0.9535,1.12,0.36,0.28
2025-01-01T16:45:00Z,233.49,6.85,0.9672,1.55,0.41,0.39
2025-01-01T17:00:00Z,226.37,5.36,0.9627,1.17,0.33,0.29
2025-01-01T17:15:00Z,230.08,5.93,0.9591,1.31,0.39,0.33
2025-01-01T17:30:00Z,228.01,8.14,0.9528,1.77,0.56,0.44
2025-01-01T17:45:00Z,230.95,5.9,0.9807,1.34,0.27,0.33
2025-01-01T18:00:00Z,234.18,13.25,0.9594,2.98,0.87,0.74
2025-01-01T18:15:00Z,229.78,9.72,0.9801,2.19,0.44,0.55
2025-01-01T18:30:00Z,225.25,22.0,0.9624,5.0,1.41,1.25
2025-01-01T18:45:00Z,232.81,13.96,0.95,3.09,1.01,0.77
2025-01-01T19:00:00Z,228.76,16.35,0.95,3.55,1.17,0.89
2025-01-01T19:15:00Z,226.12,17.19,0.95,3.69,1.21,0.92
2025-01-01T19:30:00Z,228.89,17.24,0.95,3.75,1.23,0.94
2025-01-01T19:45:00Z,222.02,22.0,0.9748,5.0,1.14,1.25
2025-01-01T20:00:00Z,228.87,15.75,0.9504,3.43,1.12,0.86
2025-01-01T20:15:00Z,226.03,22.0,0.9691,5.0,1.27,1.25
2025-01-01T20:30:00Z,228.72,22.0,0.95,4.94,1.62,1.23
2025-01-01T20:45:00Z,223.95,17.41,0.955,3.72,1.16,0.93
2025-01-01T21:00:00Z,233.18,15.62,0.9615,3.5,1.0,0.88
2025-01-01T21:15:00Z,222.46,22.0,0.9584,5.0,1.49,1.25
2025-01-01T21:30:00Z,224.78,22.0,0.9555,5.0,1.54,1.25
2025-01-01T21:45:00Z,222.9,22.0,0.9506,4.71,1.54,1.18
2025-01-01T22:00:00Z,225.41,15.31,0.9702,3.35,0.84,0.84
2025-01-01T22:15:00Z,231.74,15.63,0.9724,3.52,0.85,0.88
2025-01-01T22:30:00Z,227.88,13.4,0.9618,2.94,0.84,0.73
2025-01-01T22:45:00Z,230.1,12.2,0.9767,2.74,0.6,0.69
2025-01-01T23:00:00Z,231.98,8.98,0.9848,2.05,0.36,0.51
2025-01-01T23:15:00Z,228.04,7.18,0.9806,1.61,0.32,0.4
2025-01-01T23:30:00Z,233.94,4.91,0.9717,1.12,0.27,0.28
2025-01-01T23:45:00Z,231.17,2.77,0.9826,0.63,0.12,0.16
2025-01-02T00:00:00Z,231.65,3.79,0.9567,0.84,0.26,0.21
2025-01-02T00:15:00Z,229.98,5.24,0.9781,1.18,0.25,0.29
2025-01-02T00:30:00Z,228.26,4.59,0.96,1.01,0.29,0.25
2025-01-02T00:45:00Z,232.87,5.0,0.9854,1.15,0.2,0.29
2025-01-02T01:00:00Z,230.34,4.13,0.9545,0.91,0.28,0.23
2025-01-02T01:15:00Z,231.17,3.39,0.9892,0.78,0.11,0.19
2025-01-02T01:30:00Z,231.92,5.34,0.9869,1.22,0.2,0.31
2025-01-02T01:45:00Z,233.07,3.82,0.9676,0.86,0.22,0.22
2025-01-02T02:00:00Z,230.34,4.36,0.962,0.97,0.27,0.24
2025-01-02T02:15:00Z,232.53,3.33,0.9713,0.75,0.18,0.19
2025-01-02T02:30:00Z,231.85,3.85,0.9636,0.86,0.24,0.22
2025-01-02T02:45:00Z,225.7,4.14,0.9892,0.93,0.14,0.23
2025-01-02T03:00:00Z,232.21,5.11,0.9514,1.13,0.37,0.28
2025-01-02T03:15:00Z,231.91,4.1,0.9558,0.91,0.28,0.23
2025-01-02T03:30:00Z,226.76,4.12,0.966,0.9,0.24,0.23
2025-01-02T03:45:00Z,225.42,4.5,0.9552,0.97,0.3,0.24
2025-01-02T04:00:00Z,232.3,5.11,0.9768,1.16,0.25,0.29
2025-01-02T04:15:00Z,226.06,4.22,0.9601,0.92,0.27,0.23
2025-01-02T04:30:00Z,230.1,3.38,0.9767,0.76,0.17,0.19
2025-01-02T04:45:00Z,230.72,4.43,0.968,0.99,0.26,0.25
2025-01-02T05:00:00Z,229.57,2.42,0.9709,0.54,0.13,0.13
2025-01-02T05:15:00Z,229.96,4.57,0.9772,1.03,0.22,0.26
2025-01-02T05:30:00Z,229.63,7.29,0.959,1.61,0.47,0.4
2025-01-02T05:45:00Z,228.88,8.58,0.9536,1.87,0.59,0.47
2025-01-02T06:00:00Z,234.06,5.9,0.9771,1.35,0.29,0.34
2025-01-02T06:15:00Z,224.96,19.34,0.9687,4.22,1.08,1.05
2025-01-02T06:30:00Z,234.17,6.21,0.9562,1.39,0.43,0.35
2025-01-02T06:45:00Z,231.01,9.87,0.9896,2.26,0.33,0.56
2025-01-02T07:00:00Z,228.29,14.36,0.9626,3.16,0.89,0.79
2025-01-02T07:15:00Z,221.65,22.0,0.9733,5.0,1.18,1.25
2025-01-02T07:30:00Z,226.17,11.11,0.9728,2.44,0.58,0.61
2025-01-02T07:45:00Z,227.26,22.0,0.95,5.0,1.64,1.25
2025-01-02T08:00:00Z,226.85,10.22,0.9644,2.24,0.61,0.56
2025-01-02T08:15:00Z,230.96,9.37,0.962,2.08,0.59,0.52
2025-01-02T08:30:00Z,226.18,10.24,0.9798,2.27,0.46,0.57
2025-01-02T08:45:00Z,229.19,9.93,0.9676,2.2,0.57,0.55
2025-01-02T09:00:00Z,232.7,10.82,0.9531,2.4,0.76,0.6
2025-01-02T09:15:00Z,227.67,22.0,0.965,5.0,1.36,1.25
2025-01-02T09:30:00Z,233.9,7.8,0.9843,1.8,0.32,0.45
2025-01-02T09:45:00Z,222.39,22.0,0.9633,5.0,1.39,1.25
2025-01-02T10:00:00Z,227.66,14.68,0.9571,3.2,0.97,0.8
2025-01-02T10:15:00Z,233.2,4.51,0.9696,1.02,0.26,0.25
2025-01-02T10:30:00Z,232.2,5.38,0.9869,1.23,0.2,0.31
2025-01-02T10:45:00Z,230.23,3.26,0.9871,0.74,0.12,0.19
2025-01-02T11:00:00Z,227.19,2.69,0.9838,0.6,0.11,0.15
2025-01-02T11:15:00Z,229.76,2.89,0.9804,0.65,0.13,0.16
2025-01-02T11:30:00Z,225.56,2.76,0.9872,0.61,0.1,0.15
2025-01-02T11:45:00Z,231.05,2.97,0.9985,0.69,0.04,0.17
2025-01-02T12:00:00Z,225.86,8.22,0.9696,1.8,0.45,0.45
2025-01-02T12:15:00Z,233.23,3.02,0.9965,0.7,0.06,0.18
2025-01-02T12:30:00Z,233.94,3.05,0.9848,0.7,0.12,0.18
2025-01-02T12:45:00Z,227.2,2.95,0.975,0.65,0.15,0.16
2025-01-02T13:00:00Z,228.63,2.5,0.9936,0.57,0.06,0.14
2025-01-02T13:15:00Z,231.72,2.48,0.9978,0.57,0.04,0.14
2025-01-02T13:30:00Z,228.37,2.71,0.9997,0.62,0.02,0.15
2025-01-02T13:45:00Z,225.87,2.16,0.9851,0.48,0.08,0.12
2025-01-02T14:00:00Z,227.59,2.22,0.9857,0.5,0.09,0.12
2025-01-02T14:15:00Z,231.26,1.89,0.9939,0.43,0.05,0.11
2025-01-02T14:30:00Z,228.84,3.67,0.9564,0.8,0.25,0.2
2025-01-02T14:45:00Z,234.02,3.22,0.9786,0.74,0.15,0.18
2025-01-02T15:00:00Z,232.46,1.77,0.9895,0.41,0.06,0.1
2025-01-02T15:15:00Z,229.69,1.8,0.9847,0.41,0.07,0.1
2025-01-02T15:30:00Z,234.07,3.69,0.9667,0.83,0.22,0.21
2025-01-02T15:45:00Z,229.36,1.93,0.9933,0.44,0.05,0.11
2025-01-02T16:00:00Z,230.95,1.98,0.9951,0.45,0.05,0.11
2025-01-02T16:15:00Z,225.49,2.85,0.972,0.62,0.15,0.16
2025-01-02T16:30:00Z,232.25,5.26,0.9627,1.18,0.33,0.29
2025-01-02T16:45:00Z,233.92,4.34,0.9853,1.0,0.17,0.25
2025-01-02T17:00:00Z,232.75,5.25,0.9656,1.18,0.32,0.3
2025-01-02T17:15:00Z,228.31,15.04,0.9784,3.36,0.71,0.84
2025-01-02T17:30:00Z,228.71,6.09,0.9563,1.33,0.41,0.33
2025-01-02T17:45:00Z,230.06,7.24,0.9811,1.63,0.32,0.41
2025-01-02T18:00:00Z,230.68,14.59,0.9681,3.26,0.84,0.81
2025-01-02T18:15:00Z,231.18,13.45,0.95,2.95,0.97,0.74
2025-01-02T18:30:00Z,223.49,19.21,0.9606,4.12,1.19,1.03
2025-01-02T18:45:00Z,224.71,22.0,0.95,5.0,1.64,1.25
2025-01-02T19:00:00Z,230.74,17.22,0.95,3.78,1.24,0.94
2025-01-02T19:15:00Z,223.88,22.0,0.95,5.0,1.64,1.25
2025-01-02T19:30:00Z,225.31,16.38,0.9696,3.58,0.9,0.89
2025-01-02T19:45:00Z,225.71,16.48,0.9678,3.6,0.94,0.9
2025-01-02T20:00:00Z,229.57,22.0,0.9523,5.0,1.6,1.25
2025-01-02T20:15:00Z,228.53,22.0,0.9552,5.0,1.55,1.25
2025-01-02T20:30:00Z,224.42,16.87,0.9781,3.7,0.79,0.93
2025-01-02T20:45:00Z,158.4,22.0,0.9714,3.84,0.94,0.96
2025-01-02T21:00:00Z,228.61,16.31,0.9672,3.61,0.95,0.9
2025-01-02T21:15:00Z,229.57,22.0,0.98,5.0,1.02,1.25
2025-01-02T21:30:00Z,231.24,16.31,0.9559,3.6,1.11,0.9
2025-01-02T21:45:00Z,231.6,14.24,0.9565,3.16,0.96,0.79
2025-01-02T22:00:00Z,231.01,15.53,0.9642,3.46,0.95,0.86
2025-01-02T22:15:00Z,231.48,16.56,0.9649,3.7,1.01,0.92
2025-01-02T22:30:00Z,230.48,13.16,0.9591,2.91,0.86,0.73
2025-01-02T22:45:00Z,232.63,12.82,0.9574,2.86,0.86,0.71
2025-01-02T23:00:00Z,228.48,12.18,0.95,2.64,0.87,0.66
2025-01-02T23:15:00Z,228.35,7.78,0.9812,1.74,0.34,0.44
2025-01-02T23:30:00Z,225.58,6.97,0.972,1.53,0.37,0.38
2025-01-02T23:45:00Z,229.2,2.72,0.9996,0.62,0.02,0.16
2025-01-03T00:00:00Z,229.46,3.81,0.9888,0.86,0.13,0.22
2025-01-03T00:15:00Z,234.53,3.67,0.9884,0.85,0.13,0.21
2025-01-03T00:30:00Z,233.67,3.96,0.9868,0.91,0.15,0.23
2025-01-03T00:45:00Z,231.17,5.44,0.9583,1.21,0.36,0.3
2025-01-03T01:00:00Z,226.91,4.31,0.9641,0.94,0.26,0.24
2025-01-03T01:15:00Z,232.2,4.54,0.9858,1.04,0.18,0.26
2025-01-03T01:30:00Z,226.9,3.84,0.9733,0.85,0.2,0.21
2025-01-03T01:45:00Z,230.37,4.07,0.9614,0.9,0.26,0.23
2025-01-03T02:00:00Z,230.94,3.74,0.9683,0.84,0.22,0.21
2025-01-03T02:15:00Z,233.43,4.26,0.9506,0.95,0.31,0.24
2025-01-03T02:30:00Z,228.53,4.68,0.9545,1.02,0.32,0.26
2025-01-03T02:45:00Z,227.35,4.15,0.9652,0.91,0.25,0.23
2025-01-03T03:00:00Z,230.41,3.38,0.9952,0.78,0.08,0.19
2025-01-03T03:15:00Z,227.85,3.36,0.9764,0.75,0.17,0.19
2025-01-03T03:30:00Z,234.09,4.75,0.9549,1.06,0.33,0.27
2025-01-03T03:45:00Z,232.18,3.89,0.9678,0.87,0.23,0.22
2025-01-03T04:00:00Z,228.83,5.76,0.9556,1.26,0.39,0.32
2025-01-03T04:15:00Z,231.16,4.17,0.9559,0.92,0.28,0.23
2025-01-03T04:30:00Z,229.97,4.04,0.9646,0.9,0.24,0.22
2025-01-03T04:45:00Z,227.23,3.49,0.9932,0.79,0.09,0.2
2025-01-03T05:00:00Z,233.6,3.34,0.9802,0.76,0.15,0.19
2025-01-03T05:15:00Z,234.09,4.43,0.9882,1.03,0.16,0.26
2025-01-03T05:30:00Z,227.66,5.81,0.9514,1.26,0.41,0.31
2025-01-03T05:45:00Z,233.73,7.9,0.961,1.77,0.51,0.44
2025-01-03T06:00:00Z,232.69,3.7,0.9558,0.82,0.25,0.21
2025-01-03T06:15:00Z,232.66,5.26,0.9863,1.21,0.2,0.3
2025-01-03T06:30:00Z,233.24,6.76,0.9827,1.55,0.29,0.39
2025-01-03T06:45:00Z,233.79,9.22,0.9677,2.09,0.54,0.52
2025-01-03T07:00:00Z,229.05,10.58,0.9784,2.37,0.5,0.59
2025-01-03T07:15:00Z,120.43,22.0,0.97,5.0,1.25,1.25
2025-01-03T07:30:00Z,228.74,12.32,0.95,2.68,0.88,0.67
2025-01-03T07:45:00Z,232.67,11.76,0.9669,2.65,0.7,0.66
2025-01-03T08:00:00Z,230.52,12.72,0.9537,2.8,0.88,0.7
2025-01-03T08:15:00Z,227.41,11.69,0.95,2.52,0.83,0.63
2025-01-03T08:30:00Z,226.53,22.0,0.95,5.0,1.64,1.25
2025-01-03T08:45:00Z,231.46,12.62,0.9527,2.78,0.89,0.7
2025-01-03T09:00:00Z,233.49,9.82,0.9801,2.25,0.46,0.56
2025-01-03T09:15:00Z,227.14,10.81,0.9605,2.36,0.68,0.59
2025-01-03T09:30:00Z,225.9,9.12,0.9686,2.0,0.51,0.5
2025-01-03T09:45:00Z,228.16,16.53,0.9726,3.67,0.88,0.92
2025-01-03T10:00:00Z,225.58,5.55,0.9889,1.24,0.19,0.31
2025-01-03T10:15:00Z,230.77,5.4,0.9607,1.2,0.35,0.3
2025-01-03T10:30:00Z,227.28,3.6,0.9734,0.8,0.19,0.2
2025-01-03T10:45:00Z,229.18,3.34,0.9841,0.75,0.14,0.19
2025-01-03T11:00:00Z,230.67,1.34,0.9891,0.31,0.05,0.08
2025-01-03T11:15:00Z,227.19,2.41,0.9898,0.54,0.08,0.14
2025-01-03T11:30:00Z,226.53,1.97,0.9733,0.43,0.1,0.11
2025-01-03T11:45:00Z,225.73,2.77,0.9801,0.61,0.12,0.15
2025-01-03T12:00:00Z,227.17,2.17,0.979,0.48,0.1,0.12
2025-01-03T12:15:00Z,230.82,2.75,0.9931,0.63,0.07,0.16
2025-01-03T12:30:00Z,231.5,8.18,0.9765,1.85,0.41,0.46
2025-01-03T12:45:00Z,232.07,3.01,0.9987,0.7,0.04,0.17
2025-01-03T13:00:00Z,232.42,2.44,0.9707,0.55,0.14,0.14
2025-01-03T13:15:00Z,225.63,11.0,0.9584,2.38,0.71,0.59
2025-01-03T13:30:00Z,232.74,2.12,0.9906,0.49,0.07,0.12
2025-01-03T13:45:00Z,230.83,2.06,0.9775,0.47,0.1,0.12
2025-01-03T14:00:00Z,231.53,7.91,0.9699,1.78,0.45,0.44
2025-01-03T14:15:00Z,227.83,2.22,0.9999,0.51,0.01,0.13
2025-01-03T14:30:00Z,229.47,3.34,0.9791,0.75,0.16,0.19
2025-01-03T14:45:00Z,230.04,3.32,0.9839,0.75,0.14,0.19
2025-01-03T15:00:00Z,233.1,3.12,0.9974,0.72,0.05,0.18
2025-01-03T15:15:00Z,231.21,3.43,0.9739,0.77,0.18,0.19
2025-01-03T15:30:00Z,227.13,2.08,0.9712,0.46,0.11,0.11
2025-01-03T15:45:00Z,229.24,2.26,0.9806,0.51,0.1,0.13
2025-01-03T16:00:00Z,229.67,2.82,0.9748,0.63,0.14,0.16
2025-01-03T16:15:00Z,233.55,4.89,0.9895,1.13,0.16,0.28
2025-01-03T16:30:00Z,233.11,5.86,0.9556,1.31,0.4,0.33
2025-01-03T16:45:00Z,227.87,5.17,0.9856,1.16,0.2,0.29
2025-01-03T17:00:00Z,225.49,3.79,0.9647,0.82,0.22,0.21
2025-01-03T17:15:00Z,229.37,5.49,0.9692,1.22,0.31,0.31
2025-01-03T17:30:00Z,225.95,7.84,0.9687,1.72,0.44,0.43
2025-01-03T17:45:00Z,225.82,8.13,0.9525,1.75,0.56,0.44
2025-01-03T18:00:00Z,234.41,7.25,0.9693,1.65,0.42,0.41
2025-01-03T18:15:00Z,233.89,10.34,0.9802,2.37,0.48,0.59
2025-01-03T18:30:00Z,228.91,15.01,0.9666,3.32,0.88,0.83
2025-01-03T18:45:00Z,225.35,16.76,0.9694,3.66,0.93,0.92
2025-01-03T19:00:00Z,223.26,22.0,0.95,5.0,1.64,1.25
2025-01-03T19:15:00Z,228.64,16.94,0.95,3.68,1.21,0.92
2025-01-03T19:30:00Z,228.66,22.0,0.9526,5.0,1.6,1.25
2025-01-03T19:45:00Z,228.75,14.49,0.9749,3.23,0.74,0.81
2025-01-03T20:00:00Z,230.54,15.71,0.98,3.55,0.72,0.89
2025-01-03T20:15:00Z,138.85,22.0,0.95,3.46,1.14,0.86
2025-01-03T20:30:00Z,228.02,15.22,0.9797,3.4,0.7,0.85
2025-01-03T20:45:00Z,225.14,15.78,0.95,3.37,1.11,0.84
2025-01-03T21:00:00Z,229.16,21.41,0.9598,4.71,1.38,1.18
2025-01-03T21:15:00Z,232.61,15.84,0.9696,3.57,0.9,0.89
2025-01-03T21:30:00Z,229.84,15.41,0.9797,3.47,0.71,0.87
2025-01-03T21:45:00Z,226.66,22.0,0.9605,5.0,1.45,1.25
2025-01-03T22:00:00Z,225.76,17.34,0.9778,3.83,0.82,0.96
2025-01-03T22:15:00Z,232.06,14.8,0.9635,3.31,0.92,0.83
2025-01-03T22:30:00Z,232.01,14.32,0.9687,3.22,0.82,0.8
2025-01-03T22:45:00Z,233.7,11.43,0.9555,2.55,0.79,0.64
2025-01-03T23:00:00Z,226.18,10.98,0.9605,2.39,0.69,0.6
2025-01-03T23:15:00Z,230.41,7.91,0.9548,1.74,0.54,0.44
2025-01-03T23:30:00Z,233.87,4.77,0.9593,1.07,0.31,0.27
2025-01-03T23:45:00Z,231.84,2.92,0.9753,0.66,0.15,0.17
2025-01-04T00:00:00Z,231.29,4.6,0.9731,1.03,0.24,0.26
2025-01-04T00:15:00Z,228.88,4.38,0.9548,0.96,0.3,0.24
2025-01-04T00:30:00Z,225.94,4.54,0.9594,0.98,0.29,0.25
2025-01-04T00:45:00Z,229.71,4.68,0.9746,1.05,0.24,0.26
2025-01-04T01:00:00Z,234.55,6.83,0.959,1.54,0.45,0.38
2025-01-04T01:15:00Z,228.31,5.97,0.9619,1.31,0.37,0.33
2025-01-04T01:30:00Z,230.94,5.49,0.9892,1.25,0.19,0.31
2025-01-04T01:45:00Z,143.28,9.93,0.9822,1.4,0.27,0.35
2025-01-04T02:00:00Z,234.47,6.66,0.959,1.5,0.44,0.37
2025-01-04T02:15:00Z,226.23,5.73,0.9849,1.28,0.22,0.32
2025-01-04T02:30:00Z,230.74,4.35,0.9841,0.99,0.18,0.25
2025-01-04T02:45:00Z,227.57,4.8,0.9773,1.07,0.23,0.27
2025-01-04T03:00:00Z,227.21,7.08,0.96,1.54,0.45,0.39
2025-01-04T03:15:00Z,233.47,3.89,0.9843,0.89,0.16,0.22
2025-01-04T03:30:00Z,229.0,5.31,0.9692,1.18,0.3,0.29
2025-01-04T03:45:00Z,232.37,5.36,0.9831,1.22,0.23,0.31
2025-01-04T04:00:00Z,229.5,6.77,0.9735,1.51,0.36,0.38
2025-01-04T04:15:00Z,230.12,5.78,0.965,1.28,0.35,0.32
2025-01-04T04:30:00Z,228.56,5.74,0.9663,1.27,0.34,0.32
2025-01-04T04:45:00Z,227.4,6.2,0.9522,1.34,0.43,0.34
2025-01-04T05:00:00Z,229.7,4.62,0.9545,1.01,0.32,0.25
2025-01-04T05:15:00Z,227.22,4.49,0.9632,0.98,0.27,0.25
2025-01-04T05:30:00Z,225.55,4.97,0.9541,1.07,0.34,0.27
2025-01-04T05:45:00Z,229.77,5.09,0.9516,1.11,0.36,0.28
2025-01-04T06:00:00Z,230.87,2.21,0.9779,0.5,0.11,0.12
2025-01-04T06:15:00Z,230.59,15.95,0.95,3.49,1.15,0.87
2025-01-04T06:30:00Z,231.65,3.62,0.9855,0.83,0.14,0.21
2025-01-04T06:45:00Z,232.54,2.69,0.9761,0.61,0.14,0.15
2025-01-04T07:00:00Z,233.2,1.47,0.974,0.33,0.08,0.08
2025-01-04T07:15:00Z,230.25,1.55,0.9815,0.35,0.07,0.09
2025-01-04T07:30:00Z,227.03,15.2,0.9553,3.3,1.02,0.82
2025-01-04T07:45:00Z,225.79,2.58,0.9993,0.58,0.02,0.15
2025-01-04T08:00:00Z,224.93,22.0,0.9757,4.84,1.09,1.21
2025-01-04T08:15:00Z,229.46,5.37,0.9761,1.2,0.27,0.3
2025-01-04T08:30:00Z,228.65,19.5,0.9638,4.3,1.19,1.07
2025-01-04T08:45:00Z,229.8,7.29,0.9663,1.62,0.43,0.4
2025-01-04T09:00:00Z,226.88,7.9,0.9673,1.73,0.45,0.43
2025-01-04T09:15:00Z,221.73,22.0,0.9547,5.0,1.56,1.25
2025-01-04T09:30:00Z,229.09,7.77,0.9863,1.76,0.29,0.44
2025-01-04T09:45:00Z,229.02,8.53,0.9691,1.89,0.48,0.47
2025-01-04T10:00:00Z,227.6,10.37,0.9586,2.26,0.67,0.57
2025-01-04T10:15:00Z,231.9,9.74,0.9776,2.21,0.47,0.55
2025-01-04T10:30:00Z,233.91,9.18,0.9893,2.12,0.31,0.53
2025-01-04T10:45:00Z,227.67,9.32,0.9523,2.02,0.65,0.51
2025-01-04T11:00:00Z,234.43,8.16,0.9772,1.87,0.41,0.47
2025-01-04T11:15:00Z,230.1,12.68,0.9551,2.79,0.86,0.7
2025-01-04T11:30:00Z,231.15,19.67,0.9565,4.35,1.33,1.09
2025-01-04T11:45:00Z,181.34,10.75,0.9684,1.89,0.49,0.47
2025-01-04T12:00:00Z,233.62,5.98,0.957,1.34,0.4,0.33
2025-01-04T12:15:00Z,230.19,6.06,0.9775,1.36,0.29,0.34
2025-01-04T12:30:00Z,227.41,6.83,0.9503,1.48,0.48,0.37
2025-01-04T12:45:00Z,224.91,22.0,0.9564,5.0,1.53,1.25
2025-01-04T13:00:00Z,226.87,9.78,0.9816,2.18,0.42,0.54
2025-01-04T13:15:00Z,232.45,7.98,0.9812,1.82,0.36,0.46
2025-01-04T13:30:00Z,225.86,7.52,0.9542,1.62,0.51,0.41
2025-01-04T13:45:00Z,231.92,5.97,0.9796,1.36,0.28,0.34
2025-01-04T14:00:00Z,232.07,8.9,0.9567,1.98,0.6,0.49
2025-01-04T14:15:00Z,234.54,11.92,0.965,2.7,0.73,0.67
2025-01-04T14:30:00Z,225.6,6.74,0.9515,1.45,0.47,0.36
2025-01-04T14:45:00Z,227.78,16.14,0.9556,3.51,1.08,0.88
2025-01-04T15:00:00Z,231.54,12.17,0.95,2.68,0.88,0.67
