timestamp,date,day_name,is_holiday,temp_c,humidity_pct,heat_index_c,P,Q,V,I,PF
2024-01-01 18:45:00,2024-01-01,Workday,False,28.68,46.7,28.9,2512.53,1167.62,0.9686,150.13,0.907
2024-01-01 19:00:00,2024-01-01,Workday,False,28.5,49.0,28.94,2264.6,1088.89,0.9768,135.01,0.901
2024-01-01 19:15:00,2024-01-01,Workday,False,28.5,49.0,28.94,2102.69,1016.35,0.9749,125.73,0.9
2024-01-01 19:30:00,2024-01-01,Workday,False,28.5,49.0,28.94,1939.69,987.73,0.9759,117.07,0.891
2024-01-01 19:45:00,2024-01-01,Workday,False,28.5,49.0,28.94,2055.25,899.77,0.979,120.28,0.916
2024-01-01 20:00:00,2024-01-01,Workday,False,27.21,51.2,27.7,1893.89,960.07,0.9802,113.7,0.892
2024-01-01 20:15:00,2024-01-01,Workday,False,27.21,51.2,27.7,1946.22,968.07,0.9764,116.85,0.895
2024-01-01 20:30:00,2024-01-01,Workday,False,27.21,51.2,27.7,1890.05,1028.88,0.9742,115.94,0.878
2024-01-01 20:45:00,2024-01-01,Workday,False,27.21,51.2,27.7,1970.11,966.15,0.981,117.4,0.898
2024-01-01 21:00:00,2024-01-01,Workday,False,25.6,54.0,25.62,1725.73,879.72,0.9785,103.9,0.891
2024-01-01 21:15:00,2024-01-01,Workday,False,25.6,54.0,25.62,1691.19,847.48,0.9836,100.94,0.894
2024-01-01 21:30:00,2024-01-01,Workday,False,25.6,54.0,25.62,1708.3,854.13,0.9818,102.1,0.894
2024-01-01 21:45:00,2024-01-01,Workday,False,25.6,54.0,25.62,1624.99,800.03,0.9846,96.55,0.897
2024-01-01 22:00:00,2024-01-01,Workday,False,24.61,61.4,24.73,1346.3,665.48,0.9881,79.78,0.896
2024-01-01 22:15:00,2024-01-01,Workday,False,24.61,61.4,24.73,1409.31,657.85,0.9824,83.09,0.906
2024-01-01 22:30:00,2024-01-01,Workday,False,24.61,61.4,24.73,1347.16,674.69,0.987,80.12,0.894
2024-01-01 22:45:00,2024-01-01,Workday,False,24.61,61.4,24.73,1384.56,688.97,0.9809,82.75,0.895
2024-01-01 23:00:00,2024-01-01,Workday,False,23.55,59.7,23.52,1047.04,520.75,0.9918,61.89,0.895
2024-01-01 23:15:00,2024-01-01,Workday,False,23.55,59.7,23.52,1008.37,446.37,0.986,58.7,0.914
2024-01-01 23:30:00,2024-01-01,Workday,False,23.55,59.7,23.52,1077.76,546.77,0.9887,64.15,0.892
2024-01-01 23:45:00,2024-01-01,Workday,False,23.55,59.7,23.52,1023.86,505.31,0.9846,60.86,0.897
2024-01-02 00:00:00,2024-01-02,Workday,False,21.78,66.8,21.76,844.45,435.41,0.9884,50.45,0.889
2024-01-02 00:15:00,2024-01-02,Workday,False,21.78,66.8,21.76,861.78,430.33,0.9908,51.03,0.895
2024-01-02 00:30:00,2024-01-02,Workday,False,21.78,66.8,21.76,834.63,406.13,0.9928,49.07,0.899
2024-01-02 00:45:00,2024-01-02,Workday,False,21.78,66.8,21.76,842.54,430.15,0.9938,49.96,0.891
2024-01-02 01:00:00,2024-01-02,Workday,False,21.26,70.5,21.28,752.55,372.15,0.9934,44.36,0.896
2024-01-02 01:15:00,2024-01-02,Workday,False,21.26,70.5,21.28,799.19,389.55,0.9928,47.0,0.899
2024-01-02 01:30:00,2024-01-02,Workday,False,21.26,70.5,21.28,778.42,336.86,0.9923,44.86,0.918
2024-01-02 01:45:00,2024-01-02,Workday,False,21.26,70.5,21.28,736.14,344.8,0.9921,43.01,0.906
2024-01-02 02:00:00,2024-01-02,Workday,False,19.9,70.4,19.79,767.65,364.66,0.9912,45.0,0.903
2024-01-02 02:15:00,2024-01-02,Workday,False,19.9,70.4,19.79,760.41,331.36,0.9929,43.85,0.917
2024-01-02 02:30:00,2024-01-02,Workday,False,19.9,70.4,19.79,818.29,407.47,0.9915,48.39,0.895
2024-01-02 02:45:00,2024-01-02,Workday,False,19.9,70.4,19.79,773.05,323.12,0.9925,44.31,0.923
2024-01-02 03:00:00,2024-01-02,Workday,False,19.76,74.5,19.73,712.01,334.12,0.9929,41.58,0.905
2024-01-02 03:15:00,2024-01-02,Workday,False,19.76,74.5,19.73,774.68,371.45,0.9942,45.36,0.902
2024-01-02 03:30:00,2024-01-02,Workday,False,19.76,74.5,19.73,787.17,403.12,0.9925,46.77,0.89
2024-01-02 03:45:00,2024-01-02,Workday,False,19.76,74.5,19.73,770.62,349.78,0.9902,44.86,0.911
2024-01-02 04:00:00,2024-01-02,Workday,False,19.34,72.7,19.23,865.19,401.1,0.9881,50.66,0.907
2024-01-02 04:15:00,2024-01-02,Workday,False,19.34,72.7,19.23,845.9,393.81,0.9903,49.45,0.907
2024-01-02 04:30:00,2024-01-02,Workday,False,19.34,72.7,19.23,887.83,381.25,0.9913,51.16,0.919
2024-01-02 04:45:00,2024-01-02,Workday,False,19.34,72.7,19.23,881.67,390.02,0.9884,51.19,0.915
2024-01-02 05:00:00,2024-01-02,Workday,False,19.32,70.2,19.14,1205.11,567.73,0.9841,71.05,0.905
2024-01-02 05:15:00,2024-01-02,Workday,False,19.32,70.2,19.14,1160.94,548.54,0.9873,68.26,0.904
2024-01-02 05:30:00,2024-01-02,Workday,False,19.32,70.2,19.14,1217.14,578.64,0.9857,71.76,0.903
2024-01-02 05:45:00,2024-01-02,Workday,False,19.32,70.2,19.14,1137.6,561.46,0.9869,67.47,0.897
2024-01-02 06:00:00,2024-01-02,Workday,False,20.4,73.8,20.42,1827.08,840.81,0.9799,107.73,0.908
2024-01-02 06:15:00,2024-01-02,Workday,False,20.4,73.8,20.42,1772.7,811.95,0.9807,104.35,0.909
2024-01-02 06:30:00,2024-01-02,Workday,False,20.4,73.8,20.42,1918.86,1013.09,0.9815,116.04,0.884
2024-01-02 06:45:00,2024-01-02,Workday,False,20.4,73.8,20.42,1844.58,864.4,0.9775,109.38,0.906
2024-01-02 07:00:00,2024-01-02,Workday,False,20.93,70.7,20.92,2351.17,1105.22,0.9732,140.11,0.905
2024-01-02 07:15:00,2024-01-02,Workday,False,20.93,70.7,20.92,2310.46,1028.34,0.973,136.42,0.914
2024-01-02 07:30:00,2024-01-02,Workday,False,20.93,70.7,20.92,2238.22,1058.45,0.973,133.55,0.904
2024-01-02 07:45:00,2024-01-02,Workday,False,20.93,70.7,20.92,2289.66,1022.24,0.9766,134.76,0.913
2024-01-02 08:00:00,2024-01-02,Workday,False,22.09,64.3,22.04,2219.11,928.72,0.975,129.5,0.922
2024-01-02 08:15:00,2024-01-02,Workday,False,22.09,64.3,22.04,2108.67,1027.95,0.9753,126.25,0.899
2024-01-02 08:30:00,2024-01-02,Workday,False,22.09,64.3,22.04,2101.1,893.84,0.9787,122.46,0.92
2024-01-02 08:45:00,2024-01-02,Workday,False,22.09,64.3,22.04,2189.1,939.25,0.9787,127.75,0.919
2024-01-02 09:00:00,2024-01-02,Workday,False,23.3,65.0,23.38,2042.81,906.34,0.9797,119.73,0.914
2024-01-02 09:15:00,2024-01-02,Workday,False,23.3,65.0,23.38,2007.27,803.05,0.9744,116.45,0.928
2024-01-02 09:30:00,2024-01-02,Workday,False,23.3,65.0,23.38,2020.72,826.82,0.9774,117.25,0.926
2024-01-02 09:45:00,2024-01-02,Workday,False,23.3,65.0,23.38,2009.94,839.76,0.9744,117.34,0.923
2024-01-02 10:00:00,2024-01-02,Workday,False,24.48,61.2,24.58,1861.96,743.3,0.9833,107.01,0.929
2024-01-02 10:15:00,2024-01-02,Workday,False,24.48,61.2,24.58,1915.63,795.82,0.9797,111.13,0.923
2024-01-02 10:30:00,2024-01-02,Workday,False,24.48,61.2,24.58,1928.05,878.67,0.9805,113.42,0.91
2024-01-02 10:45:00,2024-01-02,Workday,False,24.48,61.2,24.58,1944.33,833.12,0.9799,113.3,0.919
2024-01-02 11:00:00,2024-01-02,Workday,False,24.99,55.8,25.01,1908.3,792.07,0.9787,110.81,0.924
2024-01-02 11:15:00,2024-01-02,Workday,False,24.99,55.8,25.01,1941.27,828.89,0.9765,113.46,0.92
2024-01-02 11:30:00,2024-01-02,Workday,False,24.99,55.8,25.01,1884.15,788.64,0.9797,109.43,0.922
2024-01-02 11:45:00,2024-01-02,Workday,False,24.99,55.8,25.01,1903.09,849.92,0.9769,111.98,0.913
2024-01-02 12:00:00,2024-01-02,Workday,False,27.01,50.0,27.43,1841.3,805.59,0.9785,107.8,0.916
2024-01-02 12:15:00,2024-01-02,Workday,False,27.01,50.0,27.43,1742.51,717.63,0.9787,101.06,0.925
2024-01-02 12:30:00,2024-01-02,Workday,False,27.01,50.0,27.43,1702.17,754.62,0.9809,99.63,0.914
2024-01-02 12:45:00,2024-01-02,Workday,False,27.01,50.0,27.43,1723.63,730.46,0.9818,100.08,0.921
2024-01-02 13:00:00,2024-01-02,Workday,False,28.05,43.5,27.96,1968.94,741.16,0.9764,113.09,0.936
2024-01-02 13:15:00,2024-01-02,Workday,False,28.05,43.5,27.96,1971.51,836.95,0.9787,114.86,0.92
2024-01-02 13:30:00,2024-01-02,Workday,False,28.05,43.5,27.96,1998.03,816.71,0.9803,115.57,0.926
2024-01-02 13:45:00,2024-01-02,Workday,False,28.05,43.5,27.96,1968.34,789.86,0.9763,114.02,0.928
2024-01-02 14:00:00,2024-01-02,Workday,False,28.75,45.8,28.89,2087.96,867.36,0.9772,121.44,0.923
2024-01-02 14:15:00,2024-01-02,Workday,False,28.75,45.8,28.89,1962.71,844.92,0.979,114.56,0.919
2024-01-02 14:30:00,2024-01-02,Workday,False,28.75,45.8,28.89,2036.41,851.4,0.9788,118.36,0.923
2024-01-02 14:45:00,2024-01-02,Workday,False,28.75,45.8,28.89,2155.39,983.81,0.9773,127.25,0.91
2024-01-02 15:00:00,2024-01-02,Workday,False,29.76,42.5,29.7,2176.48,980.53,0.9779,128.12,0.912
2024-01-02 15:15:00,2024-01-02,Workday,False,29.76,42.5,29.7,2161.7,835.29,0.9788,124.27,0.933
2024-01-02 15:30:00,2024-01-02,Workday,False,29.76,42.5,29.7,2163.94,1010.81,0.9736,128.75,0.906
2024-01-02 15:45:00,2024-01-02,Workday,False,29.76,42.5,29.7,2166.83,972.78,0.9764,127.67,0.912
2024-01-02 16:00:00,2024-01-02,Workday,False,29.24,42.1,29.06,2204.77,923.19,0.9777,128.31,0.922
2024-01-02 16:15:00,2024-01-02,Workday,False,29.24,42.1,29.06,2239.95,958.94,0.9787,130.67,0.919
2024-01-02 16:30:00,2024-01-02,Workday,False,29.24,42.1,29.06,2289.74,929.57,0.9744,133.11,0.927
2024-01-02 16:45:00,2024-01-02,Workday,False,29.24,42.1,29.06,2258.79,931.68,0.9726,131.86,0.924
2024-01-02 17:00:00,2024-01-02,Workday,False,29.59,44.2,29.7,2604.75,1194.83,0.9738,154.45,0.909
2024-01-02 17:15:00,2024-01-02,Workday,False,29.59,44.2,29.7,2486.56,1224.75,0.9707,149.87,0.897
2024-01-02 17:30:00,2024-01-02,Workday,False,29.59,44.2,29.7,2430.22,1138.18,0.9751,144.45,0.906
2024-01-02 17:45:00,2024-01-02,Workday,False,29.59,44.2,29.7,2440.86,1166.6,0.9725,146.01,0.902
2024-01-02 18:00:00,2024-01-02,Workday,False,28.66,46.1,28.82,2425.06,1083.21,0.9734,143.21,0.913
2024-01-02 18:15:00,2024-01-02,Workday,False,28.66,46.1,28.82,2482.41,1126.53,0.9723,147.16,0.911
2024-01-02 18:30:00,2024-01-02,Workday,False,28.66,46.1,28.82,2461.49,1196.02,0.9713,147.89,0.899
2024-01-02 18:45:00,2024-01-02,Workday,False,28.66,46.1,28.82,2492.8,1242.2,0.9701,150.68,0.895
2024-01-02 19:00:00,2024-01-02,Workday,False,28.05,49.4,28.45,2109.03,974.64,0.9773,124.78,0.908
2024-01-02 19:15:00,2024-01-02,Workday,False,28.05,49.4,28.45,2220.9,1112.68,0.9771,133.43,0.894
2024-01-02 19:30:00,2024-01-02,Workday,False,28.05,49.4,28.45,2186.01,1070.95,0.9757,130.95,0.898
2024-01-02 19:45:00,2024-01-02,Workday,False,28.05,49.4,28.45,2116.08,1022.83,0.9752,126.5,0.9
2024-01-02 20:00:00,2024-01-02,Workday,False,26.78,49.9,27.21,1896.55,899.32,0.9761,112.87,0.904
2024-01-02 20:15:00,2024-01-02,Workday,False,26.78,49.9,27.21,2022.21,977.05,0.978,120.53,0.9
2024-01-02 20:30:00,2024-01-02,Workday,False,26.78,49.9,27.21,1820.41,853.2,0.9797,107.71,0.905
2024-01-02 20:45:00,2024-01-02,Workday,False,26.78,49.9,27.21,1878.42,935.27,0.9776,112.66,0.895
2024-01-02 21:00:00,2024-01-02,Workday,False,25.66,51.3,25.62,1695.19,837.97,0.9819,101.08,0.896
2024-01-02 21:15:00,2024-01-02,Workday,False,25.66,51.3,25.62,1699.28,778.26,0.9789,100.21,0.909
2024-01-02 21:30:00,2024-01-02,Workday,False,25.66,51.3,25.62,1654.79,747.93,0.9824,97.03,0.911
2024-01-02 21:45:00,2024-01-02,Workday,False,25.66,51.3,25.62,1750.32,969.33,0.9803,107.13,0.875
2024-01-02 22:00:00,2024-01-02,Workday,False,24.57,58.6,24.62,1397.53,669.02,0.982,82.81,0.902
2024-01-02 22:15:00,2024-01-02,Workday,False,24.57,58.6,24.62,1515.33,745.09,0.9846,90.01,0.897
2024-01-02 22:30:00,2024-01-02,Workday,False,24.57,58.6,24.62,1398.3,650.87,0.9859,82.11,0.907
2024-01-02 22:45:00,2024-01-02,Workday,False,24.57,58.6,24.62,1392.5,671.23,0.987,82.21,0.901
2024-01-02 23:00:00,2024-01-02,Workday,False,23.19,61.5,23.17,1044.85,483.69,0.9877,61.18,0.907
2024-01-02 23:15:00,2024-01-02,Workday,False,23.19,61.5,23.17,1102.39,550.2,0.989,65.38,0.895
2024-01-02 23:30:00,2024-01-02,Workday,False,23.19,61.5,23.17,1088.76,520.55,0.9885,64.08,0.902
2024-01-02 23:45:00,2024-01-02,Workday,False,23.19,61.5,23.17,1059.05,512.59,0.9889,62.45,0.9
2024-01-03 00:00:00,2024-01-03,Workday,False,19.27,63.8,18.92,836.57,387.64,0.99,48.88,0.907
2024-01-03 00:15:00,2024-01-03,Workday,False,19.27,63.8,18.92,837.61,371.7,0.9882,48.67,0.914
2024-01-03 00:30:00,2024-01-03,Workday,False,19.27,63.8,18.92,825.65,375.5,0.9899,48.09,0.91
2024-01-03 00:45:00,2024-01-03,Workday,False,19.27,63.8,18.92,852.81,392.01,0.9896,49.78,0.909
2024-01-03 01:00:00,2024-01-03,Workday,False,18.29,69.3,17.99,727.38,367.98,0.9926,43.1,0.892
2024-01-03 01:15:00,2024-01-03,Workday,False,18.29,69.3,17.99,774.51,341.01,0.9924,44.76,0.915
2024-01-03 01:30:00,2024-01-03,Workday,False,18.29,69.3,17.99,756.52,298.68,0.9919,43.04,0.93
2024-01-03 01:45:00,2024-01-03,Workday,False,18.29,69.3,17.99,782.04,363.38,0.9905,45.69,0.907
2024-01-03 02:00:00,2024-01-03,Workday,False,18.11,71.2,17.84,777.33,341.47,0.9929,44.88,0.916
2024-01-03 02:15:00,2024-01-03,Workday,False,18.11,71.2,17.84,754.92,361.08,0.9895,44.39,0.902
2024-01-03 02:30:00,2024-01-03,Workday,False,18.11,71.2,17.84,798.25,391.6,0.9916,47.06,0.898
2024-01-03 02:45:00,2024-01-03,Workday,False,18.11,71.2,17.84,777.24,354.74,0.9937,45.13,0.91
2024-01-03 03:00:00,2024-01-03,Workday,False,17.12,72.2,16.78,751.85,308.65,0.9939,42.92,0.925
2024-01-03 03:15:00,2024-01-03,Workday,False,17.12,72.2,16.78,769.92,382.85,0.9902,45.58,0.895
2024-01-03 03:30:00,2024-01-03,Workday,False,17.12,72.2,16.78,805.08,373.35,0.9929,46.91,0.907
2024-01-03 03:45:00,2024-01-03,Workday,False,17.12,72.2,16.78,773.04,345.72,0.993,44.76,0.913
2024-01-03 04:00:00,2024-01-03,Workday,False,16.3,72.8,15.89,843.43,386.36,0.9868,49.34,0.909
2024-01-03 04:15:00,2024-01-03,Workday,False,16.3,72.8,15.89,861.83,414.1,0.9901,50.68,0.901
2024-01-03 04:30:00,2024-01-03,Workday,False,16.3,72.8,15.89,862.43,416.13,0.9881,50.86,0.901
2024-01-03 04:45:00,2024-01-03,Workday,False,16.3,72.8,15.89,853.28,404.42,0.9901,50.06,0.904
2024-01-03 05:00:00,2024-01-03,Workday,False,17.07,77.3,16.85,1169.04,548.67,0.9846,68.84,0.905
2024-01-03 05:15:00,2024-01-03,Workday,False,17.07,77.3,16.85,1214.6,599.44,0.9844,72.22,0.897
2024-01-03 05:30:00,2024-01-03,Workday,False,17.07,77.3,16.85,1201.59,628.7,0.9844,72.31,0.886
2024-01-03 05:45:00,2024-01-03,Workday,False,17.07,77.3,16.85,1163.57,566.52,0.987,68.82,0.899
2024-01-03 06:00:00,2024-01-03,Workday,False,17.49,71.5,17.16,1763.86,745.66,0.9797,102.6,0.921
2024-01-03 06:15:00,2024-01-03,Workday,False,17.49,71.5,17.16,1858.1,864.72,0.9809,109.67,0.907
2024-01-03 06:30:00,2024-01-03,Workday,False,17.49,71.5,17.16,1859.73,785.55,0.9816,107.95,0.921
2024-01-03 06:45:00,2024-01-03,Workday,False,17.49,71.5,17.16,1869.62,872.11,0.9814,110.33,0.906
2024-01-03 07:00:00,2024-01-03,Workday,False,18.33,66.2,17.95,2228.03,1084.92,0.9757,133.31,0.899
2024-01-03 07:15:00,2024-01-03,Workday,False,18.33,66.2,17.95,2296.97,1127.4,0.9729,138.05,0.898
2024-01-03 07:30:00,2024-01-03,Workday,False,18.33,66.2,17.95,2275.4,1097.11,0.9763,135.8,0.901
2024-01-03 07:45:00,2024-01-03,Workday,False,18.33,66.2,17.95,2237.88,929.62,0.978,130.05,0.923
2024-01-03 08:00:00,2024-01-03,Workday,False,19.72,66.9,19.49,2104.84,1011.13,0.9767,125.48,0.901
2024-01-03 08:15:00,2024-01-03,Workday,False,19.72,66.9,19.49,2094.9,961.39,0.9804,123.4,0.909
2024-01-03 08:30:00,2024-01-03,Workday,False,19.72,66.9,19.49,2122.71,879.55,0.979,123.19,0.924
2024-01-03 08:45:00,2024-01-03,Workday,False,19.72,66.9,19.49,2111.45,1032.75,0.9757,126.44,0.898
2024-01-03 09:00:00,2024-01-03,Workday,False,20.82,60.0,20.52,1978.05,881.91,0.9771,116.34,0.913
2024-01-03 09:15:00,2024-01-03,Workday,False,20.82,60.0,20.52,1964.15,810.97,0.9823,113.54,0.924
2024-01-03 09:30:00,2024-01-03,Workday,False,20.82,60.0,20.52,2063.05,935.23,0.979,121.45,0.911
2024-01-03 09:45:00,2024-01-03,Workday,False,20.82,60.0,20.52,2010.25,809.32,0.978,116.3,0.928
